OrderID,Location,DeliveryType,Channel,OrderDate,OrderTime,OrderUUID,WorkflowUUID,OrderStartTime,OrderAcceptedTime,CourierArrivalTime,CourierStartedTime,CourierArrivalTime,CourierEndedTime,TimeToAccept,TimeToCourierArrivedAtRx,TimeCourierAtRx,TimeToDeliver,TimeCourierAtCx,OrderDuration,Country,CountryCode,City,OrderStatus,DeliveryStatus,IsScheduled,IsCompleted,MenuItemCount,CurrencyCode,GrossAOV,TimeToConfirm,OriginalPrepTime,IsPrepTimeIncreased,IncreasedPrepTime,TotalDeliveryTime,CourierRxWaitTime,TotalRxTime,StackingType,OrderDeviceType,IsSubscription,PrimaryKey
#4E8F0,Prenzlauer Berg,Delivery,UberEats,2022-12-07,12:41:51,bbae7842-4085-5756-80ba-7766f202db8e,9096d4e1-00f4-4fb4-98f6-a836c144e8f0,12:41:51,12:42:04,12:52:05,12:52:54,12:52:05,13:02:59,00:00:13,00:10:01,00:00:49,00:07:47,00:02:18,00:21:07,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,13.8,00:00:13,00:08:52,False,0.0,10.08,00:00:49,00:10:49,Non Batched,iOS,False,#4E8F0 - Prenzlauer Berg - 2022-12-07
#646CF,Mitte,Delivery,UberEats,2022-12-07,13:34:28,563fa6d1-791f-5180-88ea-bc6ad7f10440,73710fa9-5f37-49f9-8be3-4e79db1646cf,13:34:28,13:34:30,13:47:06,13:52:19,13:47:06,14:09:05,00:00:02,00:12:36,00:05:13,00:14:36,00:02:10,00:34:37,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,17.0,00:00:01,00:09:07,False,0.0,16.77,00:05:13,00:17:49,Non Batched,Android,False,#646CF - Mitte - 2022-12-07
#046AD,Mitte,Delivery,UberEats,2022-12-07,14:07:39,90818e29-0507-59d4-b352-9445810f744d,76ec10b5-258b-4061-973f-0fef561046ad,14:07:39,14:07:41,14:36:22,14:56:48,14:36:22,15:01:46,00:00:02,00:28:41,00:20:26,00:00:39,00:04:19,00:54:07,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,46.8,00:00:01,00:26:48,True,-4.77,4.97,00:20:25,00:49:07,Non Batched,Web,False,#046AD - Mitte - 2022-12-07
#1279A,Prenzlauer Berg,Delivery,UberEats,2022-12-07,15:28:42,1e36f4d4-8e43-5eb2-a847-032abae398c0,c95325b9-a685-4b2c-816f-cf384e41279a,15:28:42,15:29:08,15:41:37,15:45:22,15:41:37,15:52:34,00:00:26,00:12:29,00:03:45,00:05:51,00:01:21,00:23:52,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,51.1,00:00:25,00:13:43,False,0.0,7.2,00:03:45,00:16:13,Non Batched,iOS,False,#1279A - Prenzlauer Berg - 2022-12-07
#CF63A,Prenzlauer Berg,Delivery,UberEats,2022-12-07,18:17:48,9e40f03f-f254-5756-8313-07f2bde25f91,ba0be8fb-797f-48af-abaf-b06ecb6cf63a,18:17:48,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,4,EUR,,,,False,0.0,,,,,Android,False,#CF63A - Prenzlauer Berg - 2022-12-07
#6C696,Prenzlauer Berg,Delivery,UberEats,2022-12-07,18:37:09,4bf563fd-850e-53d2-bf81-02fe894275a3,896037a2-30e6-4e1c-9791-d6e04f36c696,18:37:09,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,2,EUR,,,,False,0.0,,,,,Android,False,#6C696 - Prenzlauer Berg - 2022-12-07
#321D2,Prenzlauer Berg,Delivery,UberEats,2022-12-07,18:38:46,4aa0dc81-5615-5c43-be53-65bebdb84faf,bb8dcc21-9c45-4841-810e-fd0ccd3321d2,18:38:46,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,5,EUR,,,,False,0.0,,,,,Android,False,#321D2 - Prenzlauer Berg - 2022-12-07
#0FD51,Mitte,Delivery,UberEats,2022-12-07,18:50:06,ab8cf73e-0219-583e-ac34-bdf0ec43b4e8,12313c41-867d-4677-816c-f298e3b0fd51,18:50:06,18:50:12,19:06:58,19:12:49,19:06:58,19:27:20,00:00:06,00:16:46,00:05:51,00:07:57,00:06:34,00:37:13,Germany,DEU,Berlin,Completed,Completed,False,True,6,EUR,34.5,00:00:06,00:16:28,False,0.0,14.52,00:05:51,00:22:37,Non Batched,iOS,False,#0FD51 - Mitte - 2022-12-07
#CF191,Mitte,Delivery,UberEats,2022-12-07,19:28:11,6f534dc6-c041-5069-90dd-2c6471a47665,f8671849-ab41-4529-8905-f6f051acf191,19:28:11,19:28:14,19:44:02,19:48:12,19:44:02,19:54:13,00:00:03,00:15:48,00:04:10,00:03:40,00:02:21,00:26:01,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,12.0,00:00:03,00:14:18,False,0.0,6.02,00:04:10,00:19:58,Single Merchant,iOS,False,#CF191 - Mitte - 2022-12-07
#7DCB2,Mitte,Delivery,UberEats,2022-12-07,19:29:38,d8999ace-869b-547b-a87a-f3451e273ab9,ed33012b-83f2-4e27-905c-6e3825d7dcb2,19:29:38,19:29:39,19:42:40,19:48:11,19:42:40,20:11:42,00:00:01,00:13:01,00:05:31,00:18:49,00:04:42,00:42:04,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,22.7,00:00:01,00:15:31,False,0.0,23.52,00:05:31,00:18:31,Single Merchant,iOS,False,#7DCB2 - Mitte - 2022-12-07
#031E0,Mitte,Delivery,UberEats,2022-12-07,19:49:41,103a2f5c-1063-538c-8835-a6b377cd6b15,e84184ef-8b72-40fa-8dba-5eaab96031e0,19:49:41,19:49:43,20:05:30,20:07:18,20:05:30,20:21:34,00:00:02,00:15:47,00:01:48,00:12:28,00:01:48,00:31:52,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,13.9,00:00:01,00:15:37,False,0.0,14.27,00:01:48,00:17:34,Non Batched,Android,False,#031E0 - Mitte - 2022-12-07
#9B0E1,Mitte,Delivery,UberEats,2022-12-07,20:02:35,bf30b294-e298-52a6-966a-fe8d4179bd62,4245db2a-8e2f-4bee-b320-a92cf899b0e1,20:02:35,20:02:39,20:19:19,20:22:44,20:19:19,20:38:17,00:00:04,00:16:40,00:03:25,00:12:20,00:03:13,00:35:42,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,23.5,00:00:04,00:15:07,False,0.0,15.55,00:03:25,00:20:04,Non Batched,Android,False,#9B0E1 - Mitte - 2022-12-07
#20D78,Prenzlauer Berg,Pickup,UberEats,2022-12-07,20:13:14,6b44b926-7a90-5519-8f1a-3ee1311240e9,aefec9a6-fa84-4bf5-9f32-196349620d78,20:13:14,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,1,EUR,,,,False,0.0,,,,,iOS,False,#20D78 - Prenzlauer Berg - 2022-12-07
#39D1D,Mitte,Delivery,UberEats,2022-12-07,20:21:05,d287bdb7-9053-54b7-ba6b-1b76fe129151,f1586a97-a003-4c50-ab12-0c4fc2639d1d,20:21:05,20:21:07,20:35:43,20:40:16,20:35:43,20:52:17,00:00:02,00:14:36,00:04:33,00:08:07,00:03:54,00:31:12,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,16.3,00:00:01,00:14:34,False,0.0,12.02,00:04:33,00:19:09,Non Batched,iOS,False,#39D1D - Mitte - 2022-12-07
#5BCD4,Mitte,Delivery,UberEats,2022-12-07,20:33:39,e508ab90-95d7-5481-9188-143ecb12f73c,91a838db-0392-4748-bcc6-42195ff5bcd4,20:33:39,20:33:41,21:01:09,21:09:00,21:01:09,21:34:13,00:00:02,00:27:28,00:07:51,00:23:37,00:01:36,01:00:34,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,19.6,00:00:01,00:16:13,False,0.0,25.22,00:07:51,00:35:19,Single Merchant,iOS,False,#5BCD4 - Mitte - 2022-12-07
#728DF,Mitte,Delivery,UberEats,2022-12-07,20:50:02,1807f3c3-61c4-5f3e-ad7b-40dd51cec60d,9c172228-344d-49af-ac65-58e7ab2728df,20:50:02,20:50:04,00:00:00,21:08:59,00:00:00,21:21:34,00:00:02,00:00:00,00:00:00,00:07:31,00:05:04,00:31:31,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,44.7,00:00:01,00:16:37,False,0.0,12.58,,00:18:55,Single Merchant,Android,False,#728DF - Mitte - 2022-12-07
#8AF93,Prenzlauer Berg,Delivery,UberEats,2022-12-08,11:51:04,1d18dc99-1d1c-5700-9977-88b717bc70bc,a6c7dcb2-5d0c-434f-ad1e-05d8fe78af93,11:51:04,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,3,EUR,,,,False,0.0,,,,,iOS,False,#8AF93 - Prenzlauer Berg - 2022-12-08
#05741,Mitte,Delivery,UberEats,2022-12-08,12:47:43,00ea1382-8897-58e6-abfd-02d6cffa845f,3eab238b-0a92-4a48-974b-66965bc05741,12:47:43,12:47:45,13:08:30,13:27:22,13:08:30,13:33:56,00:00:02,00:20:45,00:18:52,00:04:06,00:02:28,00:46:13,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,15.7,00:00:01,00:16:51,False,0.0,6.57,00:18:52,00:39:37,Non Batched,iOS,False,#05741 - Mitte - 2022-12-08
#70284,Prenzlauer Berg,Delivery,UberEats,2022-12-08,14:45:26,ac267c11-fd33-517f-a248-080800f8c3e4,b463c7f9-5678-488a-8a1b-d2896a070284,14:45:26,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Unfulfilled,,False,False,2,EUR,,,,False,0.0,,,,,iOS,False,#70284 - Prenzlauer Berg - 2022-12-08
#27FC5,Mitte,Delivery,UberEats,2022-12-08,17:12:50,060708b9-3b68-564b-b99e-d510a9ff4f4e,47602cf3-09f6-441c-b7d7-ede5c7b27fc5,17:12:50,17:12:52,17:30:39,17:37:53,17:30:39,17:54:03,00:00:02,00:17:47,00:07:14,00:14:06,00:02:04,00:41:13,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,12.0,00:00:01,00:18:37,False,0.0,16.17,00:07:13,00:25:01,Non Batched,Android,False,#27FC5 - Mitte - 2022-12-08
#003F1,Mitte,Delivery,UberEats,2022-12-08,18:11:11,4b43d231-26a1-59b2-bf6e-e42017079932,00e57367-f7b2-4b68-ab30-165e4c4003f1,18:11:11,18:11:13,18:36:29,18:51:51,18:36:29,19:09:02,00:00:02,00:25:16,00:15:22,00:14:22,00:02:49,00:57:51,Germany,DEU,Berlin,Completed,Completed,False,True,7,EUR,54.2,00:00:01,00:20:19,False,0.0,17.18,00:15:22,00:40:37,Single Merchant,iOS,False,#003F1 - Mitte - 2022-12-08
#E201C,Mitte,Delivery,UberEats,2022-12-08,18:16:02,66c6bc2f-a94d-521e-9253-5514ef0bed90,7731d9fb-41b6-49fe-a884-f548d33e201c,18:16:02,18:16:04,00:00:00,18:51:50,00:00:00,19:28:00,00:00:02,00:00:00,00:00:00,00:33:48,00:02:22,01:11:58,Germany,DEU,Berlin,Completed,Completed,False,True,8,EUR,41.0,00:00:01,00:20:10,False,0.0,36.17,,00:35:46,Single Merchant,iOS,False,#E201C - Mitte - 2022-12-08
#AE01C,Mitte,Delivery,UberEats,2022-12-08,18:30:06,09a45b80-4ba8-5f81-a4fa-d235fe420bf0,419b14e5-73cc-4f9d-9028-0caebf7ae01c,18:30:06,18:30:08,19:06:20,19:26:34,19:06:20,19:42:13,00:00:02,00:36:12,00:20:14,00:09:38,00:06:01,01:12:07,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,19.7,00:00:01,00:18:45,False,0.0,15.65,00:20:13,00:56:25,Single Merchant,iOS,False,#AE01C - Mitte - 2022-12-08
#0422D,Mitte,Delivery,UberEats,2022-12-08,18:40:33,01148e8d-29d0-5a04-a6f5-b7988e688cd6,5e90f343-df8c-4d1e-b1b2-31a7d4f0422d,18:40:33,18:40:35,19:06:22,19:30:32,19:06:22,19:36:14,00:00:02,00:25:47,00:24:10,00:03:47,00:01:55,00:55:40,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,25.2,00:00:01,00:19:49,False,0.0,5.7,00:24:10,00:49:57,Single Merchant,Android,False,#0422D - Mitte - 2022-12-08
#9E40B,Mitte,Delivery,UberEats,2022-12-08,18:40:43,efcf31b9-e451-56ed-adfe-759c80ab726d,7bde3b36-6cc4-4366-9692-defde689e40b,18:40:43,18:40:44,19:03:52,19:26:33,19:03:52,19:50:09,00:00:01,00:23:08,00:22:41,00:18:59,00:04:37,01:09:25,Germany,DEU,Berlin,Completed,Completed,False,True,6,EUR,30.6,00:00:01,00:20:45,False,0.0,23.6,00:22:40,00:45:49,Single Merchant,iOS,False,#9E40B - Mitte - 2022-12-08
#108D8,Mitte,Delivery,UberEats,2022-12-08,18:43:56,d224e114-9392-5bfe-8fd8-7d4332b5d4bf,d6d611fb-5fb7-4e89-842f-8288d2b108d8,18:43:56,18:43:58,19:07:18,19:30:33,19:07:18,19:46:53,00:00:02,00:23:20,00:23:15,00:11:41,00:04:39,01:02:57,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,19.3,00:00:01,00:19:03,False,0.0,16.33,00:23:15,00:46:34,Single Merchant,iOS,False,#108D8 - Mitte - 2022-12-08
#7C720,Mitte,Delivery,UberEats,2022-12-08,19:02:06,06595e5e-89c0-5652-af17-cae7a0220c0c,e61c95c8-4292-45fc-81b4-8ff98987c720,19:02:06,19:02:09,19:21:28,19:38:09,19:21:28,19:46:08,00:00:03,00:19:19,00:16:41,00:06:40,00:01:19,00:44:01,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,24.4,00:00:03,00:19:57,False,0.0,7.98,00:16:40,00:36:00,Non Batched,iOS,False,#7C720 - Mitte - 2022-12-08
#CF2D2,Mitte,Delivery,UberEats,2022-12-08,19:30:15,d65fdaf2-1d33-5b36-9bf8-9eebbdb93cd0,1397a9a0-ca77-4b89-8668-12aee34cf2d2,19:30:15,19:30:17,19:49:59,19:56:53,19:49:59,20:15:50,00:00:02,00:19:42,00:06:54,00:08:14,00:10:43,00:45:34,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,23.5,00:00:01,00:19:19,False,0.0,18.95,00:06:54,00:26:36,Non Batched,Android,False,#CF2D2 - Mitte - 2022-12-08
#DB6C2,Mitte,Delivery,UberEats,2022-12-08,19:47:02,03f91a6f-3ecb-57d5-9e4d-37bd784525d3,b724aa22-0bda-4e8e-986d-18a976edb6c2,19:47:02,19:47:04,20:18:45,20:28:11,20:18:45,20:36:39,00:00:02,00:31:41,00:09:26,00:05:24,00:03:04,00:49:37,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,18.6,00:00:01,00:19:43,False,0.0,8.47,00:09:25,00:41:07,Single Merchant,iOS,False,#DB6C2 - Mitte - 2022-12-08
#F53A1,Mitte,Delivery,UberEats,2022-12-08,20:00:37,7b737bff-1208-5ec6-9503-403de612014b,f19267ae-d1c2-4535-be68-1cad643f53a1,20:00:37,20:00:39,00:00:00,20:28:10,00:00:00,20:42:01,00:00:02,00:00:00,00:00:00,00:12:05,00:01:46,00:41:24,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,24.0,00:00:01,00:20:54,False,0.0,13.85,,00:27:31,Single Merchant,iOS,False,#F53A1 - Mitte - 2022-12-08
#B1756,Mitte,Delivery,UberEats,2022-12-08,20:11:25,34dce0b0-e941-5c77-879e-2a88cbd13f17,f0e39e51-c8fa-4e68-b850-887501cb1756,20:11:25,20:11:27,20:32:08,20:37:34,20:32:08,20:53:11,00:00:02,00:20:41,00:05:26,00:13:15,00:02:22,00:41:46,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,19.4,00:00:01,00:21:51,False,0.0,15.62,00:05:25,00:26:07,Non Batched,iOS,False,#B1756 - Mitte - 2022-12-08
#307DC,Mitte,Delivery,UberEats,2022-12-08,20:22:53,7c555823-6491-596f-b91e-ccb8b3f54462,22d41cff-7e4a-4169-b2e3-2e660e2307dc,20:22:53,20:22:56,21:13:55,21:14:45,21:13:55,21:17:10,00:00:03,00:50:59,00:00:50,00:00:00,00:00:00,00:54:16,Germany,DEU,Berlin,Failed,Failed,False,False,5,EUR,34.1,00:00:03,00:21:22,False,0.0,2.42,00:00:49,00:51:49,Non Batched,Android,False,#307DC - Mitte - 2022-12-08
#D3A6A,Mitte,Delivery,UberEats,2022-12-08,20:24:37,3c623931-2857-5c68-87d6-8d1e6b276365,35bbdf24-4812-421e-8a84-1673236d3a6a,20:24:37,20:24:38,21:14:44,00:00:00,21:14:44,00:00:00,00:00:01,00:50:06,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Failed,Driver_Canceled,False,False,2,EUR,,00:00:01,00:20:36,False,0.0,,,,,Android,False,#D3A6A - Mitte - 2022-12-08
#8A148,Mitte,Delivery,UberEats,2022-12-08,20:50:48,bf62671e-b487-5f31-b3f1-c1a21a63753a,1451df3f-397b-4812-91b7-a908f188a148,20:50:48,20:50:51,21:15:59,00:00:00,21:15:59,00:00:00,00:00:03,00:25:08,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Failed,Driver_Canceled,False,False,5,EUR,,00:00:03,00:20:55,False,0.0,,,,,iOS,False,#8A148 - Mitte - 2022-12-08
#03FAC,Mitte,Delivery,UberEats,2022-12-08,20:52:16,fadcbaa7-26f1-588d-b68a-241f6daefddf,f129085b-eb71-440a-a405-639996303fac,20:52:16,20:52:18,21:18:23,00:00:00,21:18:23,00:00:00,00:00:02,00:26:05,00:00:00,00:00:00,00:00:00,,Germany,DEU,Berlin,Failed,Driver_Canceled,False,False,2,EUR,10.0,00:00:01,00:20:24,False,0.0,,,,,Android,False,#03FAC - Mitte - 2022-12-08
#B48D5,Mitte,Delivery,UberEats,2022-12-09,11:32:51,a095a42f-7c5f-5ce5-a639-927d9f729787,a6ae036a-8a7a-48f5-bacc-190779fb48d5,11:32:51,11:32:53,11:54:38,11:59:47,11:54:38,12:18:40,00:00:02,00:21:45,00:05:09,00:15:11,00:03:42,00:45:49,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,21.8,00:00:01,00:18:39,False,0.0,18.88,00:05:09,00:26:54,Non Batched,Android,False,#B48D5 - Mitte - 2022-12-09
#14568,Mitte,Delivery,UberEats,2022-12-09,12:56:39,6514f2ba-9532-5c68-8d98-941eddc0695f,de8ac4e9-6dee-4d83-bf37-cfe774e14568,12:56:39,12:56:41,13:17:17,13:33:00,13:17:17,13:50:08,00:00:02,00:20:36,00:15:43,00:15:25,00:01:43,00:53:28,Germany,DEU,Berlin,Completed,Completed,False,True,9,EUR,48.9,00:00:01,00:20:04,False,0.0,17.13,00:15:43,00:36:19,Non Batched,iOS,False,#14568 - Mitte - 2022-12-09
#CCE69,Prenzlauer Berg,Delivery,UberEats,2022-12-09,14:21:04,d0d3cf3f-8a78-5886-a534-7b64e935baf4,a6dcd988-66f7-47ff-8bb5-1f0edc9cce69,14:21:04,14:21:08,14:35:08,14:38:09,14:35:08,14:57:35,00:00:04,00:14:00,00:03:01,00:14:47,00:04:39,00:36:31,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,23.6,00:00:04,00:12:37,False,0.0,19.43,00:03:01,00:17:01,Non Batched,iOS,False,#CCE69 - Prenzlauer Berg - 2022-12-09
#F6932,Prenzlauer Berg,Delivery,UberEats,2022-12-09,14:21:38,05078bc5-39d6-5e5f-936d-b090d177626a,84dc5aa0-c677-4063-bc34-bec1061f6932,14:21:38,14:21:41,14:40:19,14:47:48,14:40:19,15:14:17,00:00:03,00:18:38,00:07:29,00:24:04,00:02:25,00:52:39,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,23.5,00:00:03,00:19:46,False,0.0,26.48,00:07:28,00:26:07,Single Merchant,iOS,False,#F6932 - Prenzlauer Berg - 2022-12-09
#FFA44,Prenzlauer Berg,Delivery,UberEats,2022-12-09,14:26:24,cab2a7a1-c0ef-56c4-9562-84eafbd58a83,ff1f6384-a115-499b-87ad-9218f8bffa44,14:26:24,14:26:27,00:00:00,14:47:47,00:00:00,15:00:40,00:00:03,00:00:00,00:00:00,00:10:40,00:02:13,00:34:16,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,34.9,00:00:03,00:15:13,False,0.0,12.88,,00:21:19,Single Merchant,iOS,False,#FFA44 - Prenzlauer Berg - 2022-12-09
#3EE57,Mitte,Delivery,UberEats,2022-12-09,16:10:31,fcef74ca-6582-5876-9a2f-6bf818796e5a,b2a0cf9f-ddd7-4576-bf6c-a63bfe73ee57,16:10:31,16:10:35,16:27:18,16:33:37,16:27:18,16:49:36,00:00:04,00:16:43,00:06:19,00:12:16,00:03:43,00:39:04,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,18.6,00:00:04,00:15:22,False,0.0,15.98,00:06:19,00:23:01,Non Batched,iOS,False,#3EE57 - Mitte - 2022-12-09
#8402A,Mitte,Delivery,UberEats,2022-12-09,16:28:53,77dec8fb-4a2f-5cff-b3a4-ec3568d38534,2cf4426d-c5ff-4136-947b-447b13c8402a,16:28:53,16:28:56,16:38:33,16:52:09,16:38:33,17:06:18,00:00:03,00:09:37,00:13:36,00:11:09,00:03:00,00:37:25,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,16.5,00:00:03,00:10:00,False,0.0,14.15,00:13:36,00:23:13,Non Batched,Android,False,#8402A - Mitte - 2022-12-09
#77102,Prenzlauer Berg,Delivery,UberEats,2022-12-09,16:42:34,bb83610f-63a8-5753-8802-153d71e10110,fd0feb86-aaba-4aad-a6ba-668eb5877102,16:42:34,16:42:37,17:13:08,17:15:17,17:13:08,17:29:34,00:00:03,00:30:31,00:02:09,00:11:28,00:02:49,00:47:00,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,23.5,00:00:03,00:19:03,False,0.0,14.28,00:02:09,00:32:40,Non Batched,iOS,False,#77102 - Prenzlauer Berg - 2022-12-09
#E8515,Mitte,Delivery,UberEats,2022-12-09,17:29:57,d71aed4d-2e78-5555-9906-c27055fa29d7,46e732d5-08d3-4c9c-b755-5f2c278e8515,17:29:57,17:30:01,18:11:00,18:21:51,18:11:00,18:35:16,00:00:04,00:40:59,00:10:51,00:08:42,00:04:43,01:05:19,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,12.5,00:00:04,00:22:16,False,0.0,13.42,00:10:51,00:51:49,Single Merchant,Android,False,#E8515 - Mitte - 2022-12-09
#E1953,Prenzlauer Berg,Delivery,UberEats,2022-12-09,17:35:23,e7c5d098-c926-5f28-89d9-ae7a7e283c8c,7fca6241-dd2d-4aa9-b9a9-3f86559e1953,17:35:23,17:35:25,17:50:27,17:52:27,17:50:27,18:02:22,00:00:02,00:15:02,00:02:00,00:07:24,00:02:31,00:26:58,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,18.1,00:00:01,00:13:45,False,0.0,9.92,00:02:00,00:17:01,Non Batched,iOS,False,#E1953 - Prenzlauer Berg - 2022-12-09
#61370,Mitte,Delivery,UberEats,2022-12-09,17:46:50,7528ea64-a687-5e44-94bb-539e58da4f74,60fe1442-49b7-4a7c-af6c-60736c161370,17:46:50,17:46:51,18:08:37,18:21:50,18:08:37,18:48:27,00:00:01,00:21:46,00:13:13,00:23:27,00:03:10,01:01:37,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,11.6,00:00:01,00:15:31,False,0.0,26.62,00:13:13,00:34:58,Single Merchant,iOS,False,#61370 - Mitte - 2022-12-09
#E4C5C,Prenzlauer Berg,Delivery,UberEats,2022-12-09,17:47:35,26002262-05cd-5c0b-9d9a-6b1dbad5fb6b,cdf5d0fe-a02b-42c5-acbd-7f28abde4c5c,17:47:35,17:47:40,18:14:52,18:20:24,18:14:52,18:36:40,00:00:05,00:27:12,00:05:32,00:09:28,00:06:48,00:49:04,Germany,DEU,Berlin,Completed,Completed,False,True,4,EUR,29.2,00:00:04,00:23:12,False,0.0,16.27,00:05:31,00:32:43,Non Batched,Android,False,#E4C5C - Prenzlauer Berg - 2022-12-09
#DD112,Mitte,Delivery,UberEats,2022-12-09,18:30:18,aeef6c7f-c3e0-5a79-9317-e08cbb4f4aef,46e59e0c-d0d6-497b-a372-a83c6addd112,18:30:18,18:30:21,18:54:27,19:07:31,18:54:27,19:16:18,00:00:03,00:24:06,00:13:04,00:06:08,00:02:39,00:46:00,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,18.3,00:00:03,00:18:09,False,0.0,8.78,00:13:04,00:37:10,Non Batched,iOS,False,#DD112 - Mitte - 2022-12-09
#D98E6,Prenzlauer Berg,Delivery,UberEats,2022-12-09,18:53:29,64ce0276-3614-5a8e-aa4e-99af4acd4549,1b982265-c054-464f-9f95-2ae1d70d98e6,18:53:29,18:53:31,19:09:19,19:09:56,19:09:19,19:13:46,00:00:02,00:15:48,00:00:37,00:01:55,00:01:55,00:20:16,Germany,DEU,Berlin,Completed,Completed,False,True,9,EUR,36.9,00:00:01,00:15:04,False,0.0,3.83,00:00:37,00:16:25,Non Batched,iOS,False,#D98E6 - Prenzlauer Berg - 2022-12-09
#7EF1D,Prenzlauer Berg,Delivery,UberEats,2022-12-09,19:15:46,7e46ebb5-825f-5fe2-82e7-af6eca649246,d203d0a8-8e59-4e5d-9698-b944ddb7ef1d,19:15:46,19:15:48,19:33:50,19:34:37,19:33:50,19:51:04,00:00:02,00:18:02,00:00:47,00:12:05,00:04:22,00:35:18,Germany,DEU,Berlin,Completed,Completed,False,True,5,EUR,33.1,00:00:01,00:13:31,False,0.0,16.45,00:00:46,00:18:49,Non Batched,iOS,False,#7EF1D - Prenzlauer Berg - 2022-12-09
#EC08E,Prenzlauer Berg,Delivery,UberEats,2022-12-09,19:23:36,1476ff9e-6b50-599d-89c4-ba04ec976a78,f4966bb2-2492-4c35-941a-bec07e4ec08e,19:23:36,19:23:38,19:41:11,19:43:33,19:41:11,19:58:07,00:00:02,00:17:33,00:02:22,00:10:39,00:03:55,00:34:31,Germany,DEU,Berlin,Completed,Completed,False,True,6,EUR,36.5,00:00:01,00:15:55,False,0.0,14.57,00:02:22,00:19:55,Non Batched,Android,False,#EC08E - Prenzlauer Berg - 2022-12-09
#AADF2,Mitte,Delivery,UberEats,2022-12-09,19:28:56,d6c1fe7c-dc94-5d2b-92bc-a937af87b25f,fa27420b-2e6e-445d-b143-40a2d89aadf2,19:28:56,19:28:58,19:52:39,20:00:17,19:52:39,20:16:04,00:00:02,00:23:41,00:07:38,00:13:46,00:02:01,00:47:07,Germany,DEU,Berlin,Completed,Completed,False,True,3,EUR,27.3,00:00:01,00:17:58,False,0.0,15.78,00:07:37,00:31:19,Non Batched,iOS,False,#AADF2 - Mitte - 2022-12-09
#F9346,Prenzlauer Berg,Delivery,UberEats,2022-12-09,19:42:20,142ef7fb-ee87-5c8a-affb-ecbe1d75977b,5594a65c-80c5-4fc7-9582-96e64baf9346,19:42:20,19:42:24,19:57:44,19:59:49,19:57:44,20:10:37,00:00:04,00:15:20,00:02:05,00:08:23,00:02:25,00:28:16,Germany,DEU,Berlin,Completed,Completed,False,True,2,EUR,15.4,00:00:04,00:12:46,False,0.0,10.8,00:02:04,00:17:25,Non Batched,Android,False,#F9346 - Prenzlauer Berg - 2022-12-09
