PrimaryKey,Location,OrderID,OrderDate,OrderTime,Channel,City,OrderStatus,DeliveryStatus,DeliveryType,GrossAOV,StackingType,WorkflowUUID,OrderUUID,IsScheduled,IsSubscription,OrderStartTime,TimeToAccept,TimeToCourierArrivedAtRx,TimeCourierAtRx,TimeToDeliver,TimeCourierAtCx,OrderDuration,PromotionsOnItems,PriceAdjustments,DeliveryFee,PromotionsOnDelivery,Tips,MarketplaceFee,TotalPayout,PayoutDate,OrderIssue,TotalRefund,RefundCoveredByMerchant,RefundNotCoveredByMerchant,RatingScore
#DE55F - Mitte - 2022-12-12,Mitte,#DE55F,2022-12-12,20:56:55,Uber Eats,Berlin,Completed,Completed,Delivery,12.8,Non Batched,98b26cb0-0e22-4713-8ba4-3abbb49de55f,81e7e82f-4022-5d27-9cf9-9c3c60aee470,False,False,20:56:55,00:00:02,00:14:58,00:01:23,00:10:49,00:02:42,00:29:54,,,,,,,,,,,,,
#5552B - Mitte - 2022-12-12,Mitte,#5552B,2022-12-12,21:51:59,Uber Eats,Berlin,Completed,Completed,Delivery,16.7,Non Batched,f1a64f16-f9e4-41f3-8844-f063b675552b,20e43dc3-623f-5124-b85f-16bee317a613,False,True,21:51:59,00:00:04,00:14:13,00:01:54,00:08:54,00:01:09,00:26:13,,,,,,,,,,,,,
#2ADF6 - Mitte - 2022-12-13,Mitte,#2ADF6,2022-12-13,14:11:04,Uber Eats,Berlin,Completed,Completed,Delivery,12.4,Non Batched,8a5560ff-3f8e-41d4-863c-fd0a5872adf6,f8a6485a-a5a0-56e4-8721-ecf26a6f142e,False,True,14:11:04,00:00:02,00:10:44,00:07:18,00:10:19,00:03:04,00:31:27,,,,,,,,,,,,,
#D932C - Mitte - 2022-12-13,Mitte,#D932C,2022-12-13,16:33:57,Uber Eats,Berlin,Completed,Completed,Delivery,17.8,Non Batched,de002d20-df38-4284-bbc7-9145316d932c,5ba72884-0df2-5e64-8231-183411c928f4,False,False,16:33:57,00:00:02,00:11:28,00:08:27,00:15:29,00:02:16,00:37:42,,,,,,,,,,,,,
#2E233 - Prenzlauer Berg - 2022-12-13,Prenzlauer Berg,#2E233,2022-12-13,16:53:23,Uber Eats,Berlin,Completed,Completed,Delivery,12.0,Non Batched,8df30acb-7c9e-4d24-aba8-c6baa782e233,b2d1be4f-9e38-565d-9188-d6a7398df268,False,True,16:53:23,00:00:02,00:13:55,00:03:49,00:02:03,00:02:25,00:22:13,,,,,,,,,,,,,
#68375 - Prenzlauer Berg - 2022-12-13,Prenzlauer Berg,#68375,2022-12-13,17:15:19,Uber Eats,Berlin,Completed,Completed,Delivery,27.1,Single Merchant,251c4731-3564-4764-a931-8cf043468375,acd51a9f-41ac-573a-956d-3e79fceb0d97,False,False,17:15:19,00:00:02,00:26:10,00:02:18,00:14:10,00:01:28,00:44:07,,,,,,,,,,,,,
#C7E92 - Prenzlauer Berg - 2022-12-13,Prenzlauer Berg,#C7E92,2022-12-13,17:27:15,Uber Eats,Berlin,Completed,Completed,Delivery,14.4,Single Merchant,b80b03c9-e636-4047-82ca-1215df1c7e92,572409a7-a67a-543e-867d-12191e956967,False,False,17:27:15,00:00:03,00:00:00,00:00:00,00:02:24,00:03:25,00:22:22,,,,,,,,,,,,,
#9A4B3 - Mitte - 2022-12-13,Mitte,#9A4B3,2022-12-13,18:05:27,Uber Eats,Berlin,Completed,Completed,Delivery,15.8,Non Batched,0a566182-c4ad-4601-be84-ce45d749a4b3,a871a728-fc89-5ad4-8f73-149736c4ad58,False,True,18:05:27,00:00:01,00:14:50,00:03:14,00:08:35,00:02:34,00:29:13,,,,,,,,,,,,,
#DAE31 - Mitte - 2022-12-13,Mitte,#DAE31,2022-12-13,18:27:01,Uber Eats,Berlin,Completed,Completed,Delivery,17.3,Non Batched,ffc06a1d-f800-42c5-8ef9-675dfe8dae31,85ec348b-e8f4-5910-9e28-bb2856c81428,False,True,18:27:01,00:00:02,00:13:58,00:06:14,00:09:02,00:02:42,00:31:58,,,,,,,,,,,,,
#9F5DF - Mitte - 2022-12-13,Mitte,#9F5DF,2022-12-13,18:50:32,Uber Eats,Berlin,Completed,Completed,Delivery,20.0,Non Batched,36da188a-75f6-4141-89ff-e8845bd9f5df,959b723f-24a7-5d9f-a708-b88464616cfe,False,True,18:50:32,00:00:01,00:26:10,00:01:07,00:10:37,00:04:09,00:42:04,,,,,,,,,,,,,
#79075 - Mitte - 2022-12-13,Mitte,#79075,2022-12-13,19:19:38,Uber Eats,Berlin,Completed,Completed,Delivery,16.8,Non Batched,d21ef666-c0d7-40ea-8484-2e4f44b79075,1c35cb07-7a61-57c0-8d85-b5d96ed95d58,False,True,19:19:38,00:00:03,00:11:17,00:09:00,00:05:20,00:03:13,00:28:52,,,,,,,,,,,,,
#BA76A - Prenzlauer Berg - 2022-12-13,Prenzlauer Berg,#BA76A,2022-12-13,19:22:20,Uber Eats,Berlin,Completed,Completed,Delivery,27.4,Non Batched,f65462ac-a5d3-4bb5-a09f-66241b3ba76a,ade85292-8827-56e7-8f3c-fb53694e1f21,False,False,19:22:20,00:00:02,00:17:37,00:01:29,00:06:32,00:01:31,00:27:10,,,,,,,,,,,,,
#EB5DF - Prenzlauer Berg - 2022-12-13,Prenzlauer Berg,#EB5DF,2022-12-13,19:28:22,Uber Eats,Berlin,Completed,Completed,Delivery,16.7,Non Batched,e3e39439-b2ce-43b9-b46c-fd50b63eb5df,735c24eb-1d3c-5009-b5da-3e9042f2c443,False,False,19:28:22,00:00:02,00:28:46,00:01:13,00:05:58,00:02:28,00:38:27,,,,,,,,,,,,,
#AE843 - Prenzlauer Berg - 2022-12-13,Prenzlauer Berg,#AE843,2022-12-13,20:03:18,Uber Eats,Berlin,Completed,Completed,Delivery,14.8,Non Batched,93200973-4a62-44b0-98fa-8cf6c54ae843,f1431420-0435-5dd1-b363-0c34e8fd2b75,False,False,20:03:18,00:00:03,00:26:49,00:01:25,00:04:47,00:04:42,00:37:46,,,,,,,,,,,,,
#3238F - Mitte - 2022-12-13,Mitte,#3238F,2022-12-13,20:08:32,Uber Eats,Berlin,Completed,Completed,Delivery,18.4,Non Batched,ccbee2a1-4946-4427-ae73-53679093238f,dd4887dd-7896-5a82-9dc5-7cbf5c7794b9,False,True,20:08:32,00:00:02,00:18:41,00:05:50,00:05:46,00:04:07,00:34:25,,,,,,,,,,,,,
#9A63D - Prenzlauer Berg - 2022-12-13,Prenzlauer Berg,#9A63D,2022-12-13,20:15:02,Uber Eats,Berlin,Completed,Completed,Delivery,34.6,Non Batched,f3622183-3110-42db-963a-d43d7dd9a63d,d4ede605-59c6-5ff4-8afe-aa62346cf391,False,True,20:15:02,00:00:02,00:22:06,00:02:38,00:09:30,00:03:13,00:37:28,,,,,,,,,,,,,
#3CD58 - Prenzlauer Berg - 2022-12-13,Prenzlauer Berg,#3CD58,2022-12-13,20:33:21,Uber Eats,Berlin,Completed,Completed,Delivery,44.7,Non Batched,03ad00c4-d7b6-499f-820d-cf4c09e3cd58,ec131c7d-a044-50a0-9800-e935ddc15ec8,False,False,20:33:21,00:00:02,00:17:45,00:01:29,00:26:08,00:05:31,00:50:55,,,,,,,,,,,,,
#1B06F - Prenzlauer Berg - 2022-12-13,Prenzlauer Berg,#1B06F,2022-12-13,20:39:44,Uber Eats,Berlin,Completed,Completed,Delivery,19.0,Non Batched,5e2cadaf-328d-4ec6-9a43-2ffbf691b06f,1f744cc7-8f74-56b5-8af8-71d6f4252de5,False,False,20:39:44,00:00:03,00:24:55,00:01:26,00:25:27,00:02:37,00:54:28,,,,,,,,,,,,,
#42949 - Prenzlauer Berg - 2022-12-13,Prenzlauer Berg,#42949,2022-12-13,21:25:38,Uber Eats,Berlin,Completed,Completed,Delivery,15.4,Non Batched,445d409d-bdc3-42ec-b111-bc7a6a842949,bec09bdc-a747-5af5-99d1-cc780380b9f9,False,False,21:25:38,00:00:02,00:23:10,00:00:48,00:08:41,00:02:13,00:34:54,,,,,,,,,,,,,
#B76C8 - Mitte - 2022-12-13,Mitte,#B76C8,2022-12-13,21:34:37,Uber Eats,Berlin,Completed,Completed,Delivery,15.2,Non Batched,c8119e86-add1-432e-83c8-6527eadb76c8,4b2df46f-0035-549b-9897-7966e143f2d2,False,True,21:34:37,00:00:04,00:16:18,00:00:43,00:12:34,00:02:46,00:32:25,,,,,,,,,,,,,
#B82F5 - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#B82F5,2022-12-14,11:11:06,Uber Eats,Berlin,Completed,Completed,Delivery,19.3,Non Batched,3b5bb034-20f4-4a38-872f-2fc8968b82f5,03ca1990-203b-5fef-b8aa-d93f7402616d,False,False,11:11:06,00:00:02,00:19:25,00:00:58,00:08:30,00:01:12,00:30:07,,,,,,,,,,,,,
#9FA01 - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#9FA01,2022-12-14,11:56:58,Uber Eats,Berlin,Completed,Completed,Delivery,20.5,Non Batched,a85f2dee-e921-44f0-a010-14bef999fa01,55971b04-62ae-58be-9c0d-039dfe0bbf2d,False,True,11:56:58,00:00:02,00:22:47,00:01:16,00:08:16,00:01:45,00:34:06,,,,,,,,,,,,,
#44260 - Mitte - 2022-12-14,Mitte,#44260,2022-12-14,13:14:18,Uber Eats,Berlin,Completed,Completed,Delivery,27.2,Non Batched,caf31079-71d8-4919-a58c-8f94a4944260,762a3d7a-69e8-5c71-87b7-a36520351afb,False,True,13:14:18,00:00:02,00:13:31,00:04:26,00:11:57,00:01:31,00:31:27,,,,,,,,,,,,,
#35729 - Mitte - 2022-12-14,Mitte,#35729,2022-12-14,13:30:22,Uber Eats,Berlin,Completed,Completed,Delivery,15.8,Single Merchant,19717cb3-e4ac-49ad-8df0-3b52a1635729,190430e8-c871-574a-8fb3-97ea54aaa086,False,True,13:30:22,00:00:02,00:00:00,00:00:00,00:19:26,00:02:49,00:46:33,,,,,,,,,,,,,
#B94EF - Mitte - 2022-12-14,Mitte,#B94EF,2022-12-14,13:31:12,Uber Eats,Berlin,Completed,Completed,Delivery,18.2,Single Merchant,a1b006da-4f3c-4717-9437-76d2becb94ef,4eb4d471-bdd7-54e2-aba1-84b3862eac45,False,False,13:31:12,00:00:02,00:14:27,00:08:59,00:02:09,00:03:03,00:28:40,,,,,,,,,,,,,
#2F029 - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#2F029,2022-12-14,14:01:56,Uber Eats,Berlin,Completed,Completed,Delivery,12.8,Non Batched,3592eb42-aed3-4e09-870f-e59638d2f029,974f150b-0b69-5359-b711-e2cf82d631be,False,False,14:01:56,00:00:02,00:18:32,00:03:52,00:19:28,00:01:33,00:43:27,,,,,,,,,,,,,
#23D6D - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#23D6D,2022-12-14,15:43:40,Uber Eats,Berlin,Completed,Completed,Delivery,29.2,Non Batched,d2090c29-bfa7-4879-9556-bf1d2cd23d6d,65aaaaca-d6c9-5743-a1af-e12ee7f8ceb0,False,False,15:43:40,00:00:02,00:21:01,00:01:13,00:05:48,00:03:16,00:31:19,,,,,,,,,,,,,
#B0AF3 - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#B0AF3,2022-12-14,15:51:26,Uber Eats,Berlin,Completed,Completed,Delivery,32.1,Non Batched,8358bbf1-b95c-493e-b8a7-da45c35b0af3,278b4603-ab00-544d-ab2a-d5c60bff2b28,False,True,15:51:26,00:00:02,00:43:14,00:03:07,00:09:13,00:02:16,00:57:52,,,,,,,,,,,,,
#BD9AC - Mitte - 2022-12-14,Mitte,#BD9AC,2022-12-14,16:04:58,Uber Eats,Berlin,Completed,Completed,Delivery,30.1,Non Batched,c63379e5-a948-4640-be5a-d7760e6bd9ac,dabd9492-a85b-5d20-adc4-eb3ae4dad129,False,False,16:04:58,00:00:02,00:27:06,00:03:52,00:12:48,00:02:46,00:46:34,,,,,,,,,,,,,
#FF4B1 - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#FF4B1,2022-12-14,17:01:34,Uber Eats,Berlin,Completed,Completed,Delivery,12.0,Non Batched,c013bcc1-eeda-4815-bfdd-7c2cb86ff4b1,2afa87d0-cedc-5d0b-ac58-f4ce259553e0,False,True,17:01:34,00:00:04,00:18:09,00:00:29,00:12:19,00:01:43,00:32:43,,,,,,,,,,,,,
#B8AAB - Mitte - 2022-12-14,Mitte,#B8AAB,2022-12-14,18:14:07,Uber Eats,Berlin,Completed,Completed,Delivery,22.8,Non Batched,e7d1d50d-fb94-4b07-bc94-a3ac9b3b8aab,e88df6e8-7356-5264-8f84-8284aeb9efd8,False,False,18:14:07,00:00:03,00:23:10,00:06:47,00:13:41,00:02:18,00:45:58,,,,,,,,,,,,,
#A583C - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#A583C,2022-12-14,18:47:31,Uber Eats,Berlin,Completed,Completed,Delivery,31.1,Single Merchant,e62d21d7-5432-4102-af06-a98ddc9a583c,a47e6493-cb44-52c3-aef8-a1966bdf5d00,False,True,18:47:31,00:00:02,00:00:00,00:00:00,00:23:17,00:02:04,00:57:54,,,,,,,,,,,,,
#CE84B - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#CE84B,2022-12-14,18:48:58,Uber Eats,Berlin,Completed,Completed,Delivery,20.8,Single Merchant,ae958005-8f9e-4162-a37c-e1b1641ce84b,9e9d4039-0ed5-5ccc-b343-cfe19de27c6e,False,True,18:48:58,00:00:02,00:30:17,00:00:46,00:00:00,00:00:00,00:45:46,,,,,,,,,,,,,
#A1360 - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#A1360,2022-12-14,19:12:49,Uber Eats,Berlin,Completed,Completed,Delivery,18.2,Non Batched,11990d00-5a7e-4e9e-9afc-55ccd85a1360,4e3f7b61-e2e3-52b3-bd58-0a6a6dac7170,False,True,19:12:49,00:00:04,00:26:39,00:00:32,00:08:49,00:01:46,00:37:49,,,,,,,,,,,,,
#4FA98 - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#4FA98,2022-12-14,19:16:05,Uber Eats,Berlin,Completed,Completed,Delivery,20.3,Single Merchant,70eff9c6-57b3-4813-850b-bc6ff494fa98,67759d11-89d0-51df-be78-025aff57ffd1,False,False,19:16:05,00:00:02,00:00:00,00:00:00,00:20:10,00:00:52,00:50:22,,,,,,,,,,,,,
#725AE - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#725AE,2022-12-14,19:18:52,Uber Eats,Berlin,Completed,Completed,Delivery,30.2,Single Merchant,56057866-fdd5-45bd-859b-99c9405725ae,2af6d857-5834-51ca-91c2-78da6c35e0f6,False,True,19:18:52,00:00:02,00:25:25,00:01:07,00:26:53,00:01:13,00:54:40,,,,,,,,,,,,,
#40383 - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#40383,2022-12-14,19:53:38,Uber Eats,Berlin,Completed,,Pickup,18.8,,704f1d18-ce0f-43ce-b32f-bdee1e940383,86134499-700c-5c66-9590-094df2889164,False,False,19:53:38,00:00:01,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,
#40B42 - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#40B42,2022-12-14,20:10:19,Uber Eats,Berlin,Completed,Completed,Delivery,20.1,Single Merchant,e647b4f9-70f9-49b4-8310-1084a2640b42,7250221b-d3d5-53c7-a2ae-a8924754177e,False,True,20:10:19,00:00:02,00:00:00,00:00:00,00:24:17,00:02:52,00:54:04,,,,,,,,,,,,,
#FA4E1 - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#FA4E1,2022-12-14,20:11:42,Uber Eats,Berlin,Completed,Completed,Delivery,22.7,Single Merchant,9359d621-bdf0-4e76-a90f-ed03936fa4e1,1291386e-91b7-575b-85ce-6b2f40af670c,False,False,20:11:42,00:00:02,00:24:30,00:01:00,00:04:25,00:02:19,00:32:16,,,,,,,,,,,,,
#D0A8A - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#D0A8A,2022-12-14,20:13:41,Uber Eats,Berlin,Completed,Completed,Delivery,67.9,Single Merchant,f47b0e59-f51c-4775-be6b-65b2b0cd0a8a,e142baf2-7f1b-5d44-8802-e725ec7cc1e0,False,False,20:13:41,00:00:02,00:29:04,00:06:06,00:21:37,00:03:52,01:00:40,,,,,,,,,,,,,
#6B13D - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#6B13D,2022-12-14,20:19:58,Uber Eats,Berlin,Completed,Completed,Delivery,17.2,Single Merchant,ffd25065-8ca2-4856-b253-f9fbc786b13d,c497fc74-786d-5a70-b110-d6d2f87ba8ca,False,False,20:19:58,00:00:02,00:00:00,00:00:00,00:11:14,00:01:58,00:42:07,,,,,,,,,,,,,
#926A6 - Mitte - 2022-12-14,Mitte,#926A6,2022-12-14,20:42:12,Uber Eats,Berlin,Completed,Completed,Delivery,14.8,Non Batched,a08478a4-a6ca-4609-aa65-dd98364926a6,1efe414c-98b8-5d21-b578-487f0bc9d0f8,False,False,20:42:12,00:00:01,00:16:39,00:06:42,00:06:22,00:01:10,00:30:54,,,,,,,,,,,,,
#27088 - Prenzlauer Berg - 2022-12-14,Prenzlauer Berg,#27088,2022-12-14,21:46:42,Uber Eats,Berlin,Unfulfilled,,Delivery,,,b2e2791b-03fe-4422-abe2-4a88d9b27088,fce42b32-fadc-58d4-a6ea-c087bd02ac30,False,False,21:46:42,,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,
#5AAEE - Mitte - 2022-12-14,Mitte,#5AAEE,2022-12-14,21:48:34,Uber Eats,Berlin,Completed,Completed,Delivery,19.6,Non Batched,28e355c8-0a72-4f1c-8697-f6a01955aaee,1b479dfb-4f83-54bb-804a-eff017a511b4,False,True,21:48:34,00:00:02,00:27:16,00:01:48,00:05:01,00:00:52,00:34:58,,,,,,,,,,,,,
#DF3E4 - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#DF3E4,2022-12-15,11:05:23,Uber Eats,Berlin,Completed,Completed,Delivery,12.0,Non Batched,70a4de2e-649d-4209-94bf-645f73bdf3e4,e198d50b-9c43-5d9a-832f-5b49d39b444b,False,True,11:05:23,00:00:02,00:08:27,00:02:07,00:24:13,00:02:37,00:37:25,,,,,,,,,,,,,
#4CD1F - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#4CD1F,2022-12-15,11:19:01,Uber Eats,Berlin,Completed,Completed,Delivery,22.9,Non Batched,5dc8005c-f216-4738-9933-8744afd4cd1f,bd7a2716-026f-5dde-a24f-2e4a8e8719a2,False,True,11:19:01,00:00:04,00:11:50,00:04:00,00:11:36,00:03:54,00:31:24,,,,,,,,,,,,,
#E1813 - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#E1813,2022-12-15,11:34:07,Uber Eats,Berlin,Completed,Completed,Delivery,15.8,Non Batched,34b84a57-a53a-445b-98e9-fcc18c8e1813,170fa4ed-b5e2-56ef-8fc5-67a0f5ee5786,False,False,11:34:07,00:00:02,00:16:52,00:01:42,00:06:19,00:01:28,00:26:22,,,,,,,,,,,,,
#C9951 - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#C9951,2022-12-15,12:09:51,Uber Eats,Berlin,Completed,Completed,Delivery,19.7,Non Batched,3fa93d8d-0f5c-4874-8836-a81adfcc9951,9e99f494-107c-5110-a73b-dd989d5980af,False,False,12:09:51,00:00:02,00:11:40,00:06:59,00:24:10,00:01:58,00:44:49,,,,,,,,,,,,,
#F8A17 - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#F8A17,2022-12-15,12:26:11,Uber Eats,Berlin,Completed,Completed,Delivery,22.5,Non Batched,ddeffae3-df53-4d7e-b6cd-f164705f8a17,c46dc489-b762-5897-b7b0-b790cfd36408,False,True,12:26:11,00:00:02,00:24:11,00:01:25,00:15:51,00:02:24,00:43:52,,,,,,,,,,,,,
#A15E1 - Mitte - 2022-12-15,Mitte,#A15E1,2022-12-15,12:39:15,Uber Eats,Berlin,Completed,Completed,Delivery,15.4,Non Batched,73e2d670-47bb-4b73-988c-5eafa7aa15e1,7648ab6e-fb46-59ca-97df-39b6e3bd5d79,False,True,12:39:15,00:00:04,00:26:00,00:03:46,00:16:50,00:02:10,00:48:49,,,,,,,,,,,,,
#C7896 - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#C7896,2022-12-15,12:52:13,Uber Eats,Berlin,Completed,Completed,Delivery,13.8,Single Merchant,3701e64b-4ceb-4644-b3dc-0b7c5d8c7896,ca50cb3b-1788-5bf7-94af-018a70997550,False,False,12:52:13,00:00:02,00:00:00,00:00:00,00:09:40,00:02:39,00:29:31,,,,,,,,,,,,,
#4B3AD - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#4B3AD,2022-12-15,12:52:53,Uber Eats,Berlin,Completed,Completed,Delivery,19.1,Single Merchant,2a6eed07-00d0-4f12-8578-170456a4b3ad,908af031-3033-5cbd-af5e-157838e077c0,False,False,12:52:53,00:00:02,00:16:04,00:00:26,00:20:40,00:01:12,00:38:24,,,,,,,,,,,,,
#9F65C - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#9F65C,2022-12-15,13:02:37,Uber Eats,Berlin,Completed,Completed,Delivery,16.3,Single Merchant,ff6026f9-38cd-4875-ad98-b7f777e9f65c,1c467b47-d868-53a2-9b5a-126d14de281b,False,False,13:02:37,00:00:06,00:00:00,00:00:00,00:07:02,00:01:07,00:32:16,,,,,,,,,,,,,
#8669C - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#8669C,2022-12-15,13:15:29,Uber Eats,Berlin,Completed,Completed,Delivery,16.7,Single Merchant,699d9dc6-fc5e-4d72-9998-1ac6e668669c,ee3d6ab7-6ea9-5c01-a9ea-a31782b7d1bf,False,False,13:15:29,00:00:03,00:00:00,00:00:00,00:16:53,00:01:19,00:29:27,,,,,,,,,,,,,
#4B62F - Mitte - 2022-12-15,Mitte,#4B62F,2022-12-15,13:27:12,Uber Eats,Berlin,Completed,Completed,Delivery,39.8,Non Batched,c1f4aa0d-7f3a-4b71-9edc-7a2ac514b62f,b5964cf3-a352-5616-a0f0-e540f7518092,False,False,13:27:12,00:00:02,00:23:37,00:03:30,00:07:56,00:05:46,00:40:51,,,,,,,,,,,,,
#034DF - Mitte - 2022-12-15,Mitte,#034DF,2022-12-15,14:22:20,Uber Eats,Berlin,Completed,Completed,Delivery,17.2,Non Batched,83daee9c-704b-458f-9e13-8def0e7034df,0b49a9f7-89b1-52d5-a31e-9595699502b3,False,False,14:22:20,00:00:04,00:11:04,00:10:40,00:04:13,00:01:28,00:27:28,,,,,,,,,,,,,
#1A0DA - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#1A0DA,2022-12-15,14:22:36,Uber Eats,Berlin,Completed,Completed,Delivery,21.9,Non Batched,3fa179c8-72d5-4fda-ba11-780594f1a0da,323405d3-cec0-5952-bc6c-8f6a830ac842,False,False,14:22:36,00:00:01,00:09:15,00:00:54,00:16:34,00:01:37,00:28:21,,,,,,,,,,,,,
#7F155 - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#7F155,2022-12-15,15:26:32,Uber Eats,Berlin,Completed,Completed,Delivery,17.8,Non Batched,75301316-190c-4e5e-a4ac-22b70c97f155,5b4d1c95-21bd-53b7-9248-6a144dc27b47,False,True,15:26:32,00:00:02,00:11:49,00:00:46,00:10:19,00:01:34,00:24:30,,,,,,,,,,,,,
#31B8C - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#31B8C,2022-12-15,15:54:09,Uber Eats,Berlin,Completed,Completed,Delivery,17.3,Non Batched,f0e47c9f-ce1e-4e34-bc95-c19bcda31b8c,c1f0c806-9b3e-521d-9eec-f3d03edfb01b,False,True,15:54:09,00:00:04,00:13:56,00:03:01,00:08:56,00:03:43,00:29:40,,,,,,,,,,,,,
#88AA4 - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#88AA4,2022-12-15,16:25:04,Uber Eats,Berlin,Completed,Completed,Delivery,19.0,Non Batched,c99133d7-20ba-4952-828a-e68bf5788aa4,84a36c8d-e3cc-50f3-bce4-9dbac6b91919,False,True,16:25:04,00:00:02,00:08:22,00:05:29,00:11:08,00:03:13,00:28:13,,,,,,,,,,,,,
#E2918 - Mitte - 2022-12-15,Mitte,#E2918,2022-12-15,17:09:40,Uber Eats,Berlin,Completed,Completed,Delivery,16.7,Non Batched,5dc1bf62-98c0-4ddd-af3e-b3d99c8e2918,e6022df5-1617-538d-aead-53ecdb6d56c5,False,False,17:09:40,00:00:02,00:16:09,00:01:16,00:17:25,00:02:01,00:36:52,,,,,,,,,,,,,
#B4537 - Mitte - 2022-12-15,Mitte,#B4537,2022-12-15,17:49:46,Uber Eats,Berlin,Completed,Completed,Delivery,42.7,Non Batched,18d763f7-3398-41b3-afe6-6e1f14db4537,dab9e75c-0f30-5137-aa4e-4a2801f32c22,False,False,17:49:46,00:00:02,00:15:22,00:14:07,00:13:10,00:02:19,00:45:00,,,,,,,,,,,,,
#64682 - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#64682,2022-12-15,17:52:59,Uber Eats,Berlin,Completed,Completed,Delivery,15.3,Non Batched,339eea11-9f70-4010-8f41-8cd6d0b64682,a6b7ee3c-d367-5b27-bd55-144f9a17e0c4,False,True,17:52:59,00:00:02,00:10:42,00:03:06,00:14:47,00:03:10,00:31:46,,,,,,,,,,,,,
#228FE - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#228FE,2022-12-15,18:07:50,Uber Eats,Berlin,Completed,Completed,Delivery,20.3,Non Batched,c88d4b2d-3967-4a58-9a9c-650dc88228fe,95ebe342-6912-5531-b651-d628d0fc63c7,False,False,18:07:50,00:00:02,00:11:02,00:01:29,00:13:07,00:02:52,00:28:31,,,,,,,,,,,,,
#2EBA4 - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#2EBA4,2022-12-15,18:20:11,Uber Eats,Berlin,Completed,Completed,Delivery,42.3,Non Batched,aad1a81f-7a30-4002-be24-d98a1e02eba4,e4b220a0-1294-5ceb-bf99-3d19c6e9fa74,False,False,18:20:11,00:00:02,00:16:16,00:00:57,00:10:32,00:02:01,00:29:48,,,,,,,,,,,,,
#0A8D1 - Mitte - 2022-12-15,Mitte,#0A8D1,2022-12-15,18:58:54,Uber Eats,Berlin,Completed,Completed,Delivery,15.8,Non Batched,92a0e224-f0d1-4271-9e1a-505614c0a8d1,27680fa5-b193-5bca-9325-c281e98138c8,False,False,18:58:54,00:00:02,00:20:08,00:01:07,00:06:14,00:02:52,00:30:22,,,,,,,,,,,,,
#9FAF3 - Mitte - 2022-12-15,Mitte,#9FAF3,2022-12-15,19:11:01,Uber Eats,Berlin,Completed,Completed,Delivery,32.3,Non Batched,36717e53-4dec-4db5-b4cb-ed09d189faf3,37adc206-914d-505e-b4b6-831aa520b990,False,True,19:11:01,00:00:03,00:29:50,00:06:44,00:15:17,00:03:43,00:55:37,,,,,,,,,,,,,
#FEC09 - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#FEC09,2022-12-15,19:12:10,Uber Eats,Berlin,Completed,Completed,Delivery,18.6,Non Batched,763cb7b1-af0f-45fb-8f38-8602bb7fec09,dfcca64c-047d-5cbe-9a00-8cc86a652e94,False,False,19:12:10,00:00:02,00:09:20,00:00:45,00:07:03,00:03:16,00:20:25,,,,,,,,,,,,,
#F6984 - Prenzlauer Berg - 2022-12-15,Prenzlauer Berg,#F6984,2022-12-15,19:26:42,Uber Eats,Berlin,Completed,Completed,Delivery,18.8,Non Batched,d81424ff-1ac4-446c-9f5c-c77168ff6984,14db34ee-2788-5c56-94ed-754bb22fd891,False,False,19:26:42,00:00:02,00:21:12,00:00:49,00:02:32,00:01:39,00:26:13,,,,,,,,,,,,,
