PrimaryKey,Location,OrderID,OrderDate,OrderTime,Channel,OrderStatus,DeliveryType,GrossAOV,OrderDuration,RatingScore
#118 - Charlottenburg - 2023-03-08,Charlottenburg,#118,2023-03-08,16:55:00,Wolt,Delivered,Delivery,14.2,,
#086 - Mitte - 2023-03-08,Mitte,#086,2023-03-08,17:11:00,Wolt,Delivered,Delivery,26.5,,
#709 - Friedrichshain - 2023-03-08,Friedrichshain,#709,2023-03-08,17:17:00,Wolt,Delivered,Delivery,24.6,,
#119 - Charlottenburg - 2023-03-08,Charlottenburg,#119,2023-03-08,17:19:00,Wolt,Delivered,Delivery,11.4,,
#120 - Charlottenburg - 2023-03-08,Charlottenburg,#120,2023-03-08,17:21:00,Wolt,Delivered,Delivery,23.5,,
#710 - Friedrichshain - 2023-03-08,Friedrichshain,#710,2023-03-08,17:43:00,Wolt,Delivered,Delivery,19.3,,
#711 - Friedrichshain - 2023-03-08,Friedrichshain,#711,2023-03-08,18:08:00,Wolt,Delivered,Delivery,29.5,,
#121 - Charlottenburg - 2023-03-08,Charlottenburg,#121,2023-03-08,18:11:00,Wolt,Delivered,Delivery,20.6,,
#712 - Friedrichshain - 2023-03-08,Friedrichshain,#712,2023-03-08,18:15:00,Wolt,Delivered,Delivery,38.6,,
#713 - Friedrichshain - 2023-03-08,Friedrichshain,#713,2023-03-08,18:17:00,Wolt,Delivered,Delivery,28.4,,
#714 - Friedrichshain - 2023-03-08,Friedrichshain,#714,2023-03-08,18:20:00,Wolt,Delivered,Delivery,24.6,,
#715 - Friedrichshain - 2023-03-08,Friedrichshain,#715,2023-03-08,18:26:00,Wolt,Delivered,Delivery,15.7,,
#350 - Bergmannkiez - 2023-03-08,Bergmannkiez,#350,2023-03-08,18:30:00,Wolt,Delivered,Delivery,20.2,,
#349 - Bergmannkiez - 2023-03-08,Bergmannkiez,#349,2023-03-08,18:30:00,Wolt,Delivered,Delivery,20.2,,4.0
#052 - Kreuzberg - 2023-03-08,Kreuzberg,#052,2023-03-08,18:40:00,Wolt,Delivered,Delivery,16.7,,
#122 - Charlottenburg - 2023-03-08,Charlottenburg,#122,2023-03-08,18:43:00,Wolt,Delivered,Delivery,26.5,,
#087 - Mitte - 2023-03-08,Mitte,#087,2023-03-08,18:47:00,Wolt,Delivered,Delivery,24.6,,
#053 - Kreuzberg - 2023-03-08,Kreuzberg,#053,2023-03-08,18:49:00,Wolt,Delivered,Delivery,11.3,,
#054 - Kreuzberg - 2023-03-08,Kreuzberg,#054,2023-03-08,18:58:00,Wolt,Delivered,Delivery,21.6,,1.0
#088 - Mitte - 2023-03-08,Mitte,#088,2023-03-08,19:10:00,Wolt,Delivered,Delivery,10.4,,
#055 - Kreuzberg - 2023-03-08,Kreuzberg,#055,2023-03-08,19:11:00,Wolt,Delivered,Delivery,13.3,,
#123 - Charlottenburg - 2023-03-08,Charlottenburg,#123,2023-03-08,19:13:00,Wolt,Delivered,Delivery,16.7,,
#716 - Friedrichshain - 2023-03-08,Friedrichshain,#716,2023-03-08,19:14:00,Wolt,Delivered,Delivery,21.2,,
#089 - Mitte - 2023-03-08,Mitte,#089,2023-03-08,19:14:00,Wolt,Delivered,Delivery,15.4,,
#056 - Kreuzberg - 2023-03-08,Kreuzberg,#056,2023-03-08,19:20:00,Wolt,Delivered,Delivery,13.3,,4.0
#057 - Kreuzberg - 2023-03-08,Kreuzberg,#057,2023-03-08,19:31:00,Wolt,Delivered,Delivery,30.9,,
#058 - Kreuzberg - 2023-03-08,Kreuzberg,#058,2023-03-08,19:33:00,Wolt,Delivered,Delivery,19.7,,4.0
#060 - Kreuzberg - 2023-03-08,Kreuzberg,#060,2023-03-08,19:57:00,Wolt,Delivered,Delivery,17.6,,
#717 - Friedrichshain - 2023-03-08,Friedrichshain,#717,2023-03-08,20:11:00,Wolt,Delivered,Delivery,16.2,,
#061 - Kreuzberg - 2023-03-08,Kreuzberg,#061,2023-03-08,20:11:00,Wolt,Delivered,Delivery,26.5,,
#062 - Kreuzberg - 2023-03-08,Kreuzberg,#062,2023-03-08,20:14:00,Wolt,Delivered,Delivery,15.2,,3.0
#718 - Friedrichshain - 2023-03-08,Friedrichshain,#718,2023-03-08,20:29:00,Wolt,Delivered,Delivery,14.8,,
#063 - Kreuzberg - 2023-03-08,Kreuzberg,#063,2023-03-08,20:37:00,Wolt,Delivered,Delivery,20.1,,
#064 - Kreuzberg - 2023-03-08,Kreuzberg,#064,2023-03-08,20:48:00,Wolt,Delivered,Delivery,17.8,,
#719 - Friedrichshain - 2023-03-08,Friedrichshain,#719,2023-03-08,21:03:00,Wolt,Delivered,Delivery,14.7,,
#065 - Kreuzberg - 2023-03-08,Kreuzberg,#065,2023-03-08,21:08:00,Wolt,Delivered,Delivery,16.2,,
#351 - Bergmannkiez - 2023-03-08,Bergmannkiez,#351,2023-03-08,21:21:00,Wolt,Delivered,Delivery,24.6,,5.0
#353 - Bergmannkiez - 2023-03-08,Bergmannkiez,#353,2023-03-08,21:44:00,Wolt,Delivered,Delivery,11.7,,
#352 - Bergmannkiez - 2023-03-08,Bergmannkiez,#352,2023-03-08,21:44:00,Wolt,Delivered,Delivery,13.3,,
#354 - Bergmannkiez - 2023-03-08,Bergmannkiez,#354,2023-03-08,22:01:00,Wolt,Delivered,Delivery,13.7,,
#355 - Bergmannkiez - 2023-03-08,Bergmannkiez,#355,2023-03-08,22:07:00,Wolt,Delivered,Delivery,52.7,,
#066 - Kreuzberg - 2023-03-09,Kreuzberg,#066,2023-03-09,12:09:00,Wolt,Delivered,Delivery,15.2,,4.0
#067 - Kreuzberg - 2023-03-09,Kreuzberg,#067,2023-03-09,12:41:00,Wolt,Delivered,Delivery,10.7,,5.0
#090 - Mitte - 2023-03-09,Mitte,#090,2023-03-09,12:58:00,Wolt,Delivered,Delivery,19.6,,
#091 - Mitte - 2023-03-09,Mitte,#091,2023-03-09,13:00:00,Wolt,Delivered,Delivery,13.3,,
#068 - Kreuzberg - 2023-03-09,Kreuzberg,#068,2023-03-09,13:01:00,Wolt,Delivered,Delivery,13.7,,
#069 - Kreuzberg - 2023-03-09,Kreuzberg,#069,2023-03-09,13:13:00,Wolt,Delivered,Delivery,15.6,,
#092 - Mitte - 2023-03-09,Mitte,#092,2023-03-09,13:15:00,Wolt,Delivered,Delivery,14.2,,5.0
#723 - Friedrichshain - 2023-03-09,Friedrichshain,#723,2023-03-09,13:26:00,Wolt,Delivered,Delivery,14.7,,
#093 - Mitte - 2023-03-09,Mitte,#093,2023-03-09,13:48:00,Wolt,Delivered,Delivery,24.0,,
#724 - Friedrichshain - 2023-03-09,Friedrichshain,#724,2023-03-09,14:29:00,Wolt,Delivered,Delivery,11.9,,
#094 - Mitte - 2023-03-09,Mitte,#094,2023-03-09,15:20:00,Wolt,Delivered,Delivery,15.2,,
#095 - Mitte - 2023-03-09,Mitte,#095,2023-03-09,15:44:00,Wolt,Delivered,Delivery,13.8,,4.0
#096 - Mitte - 2023-03-09,Mitte,#096,2023-03-09,15:49:00,Wolt,Delivered,Delivery,9.9,,
#356 - Bergmannkiez - 2023-03-09,Bergmannkiez,#356,2023-03-09,16:00:00,Wolt,Delivered,Delivery,10.7,,
#357 - Bergmannkiez - 2023-03-09,Bergmannkiez,#357,2023-03-09,17:03:00,Wolt,Rejected,Delivery,23.3,,
#358 - Bergmannkiez - 2023-03-09,Bergmannkiez,#358,2023-03-09,17:07:00,Wolt,Rejected,Delivery,23.3,,
#359 - Bergmannkiez - 2023-03-09,Bergmannkiez,#359,2023-03-09,17:10:00,Wolt,Rejected,Delivery,18.6,,
#725 - Friedrichshain - 2023-03-09,Friedrichshain,#725,2023-03-09,17:28:00,Wolt,Delivered,Delivery,16.7,,
#726 - Friedrichshain - 2023-03-09,Friedrichshain,#726,2023-03-09,17:29:00,Wolt,Delivered,Delivery,13.7,,
#070 - Kreuzberg - 2023-03-09,Kreuzberg,#070,2023-03-09,17:36:00,Wolt,Delivered,Delivery,15.6,,4.0
#727 - Friedrichshain - 2023-03-09,Friedrichshain,#727,2023-03-09,17:45:00,Wolt,Delivered,Delivery,29.4,,
#728 - Friedrichshain - 2023-03-09,Friedrichshain,#728,2023-03-09,18:00:00,Wolt,Delivered,Delivery,23.6,,
#097 - Mitte - 2023-03-09,Mitte,#097,2023-03-09,18:02:00,Wolt,Delivered,Delivery,16.7,,5.0
#098 - Mitte - 2023-03-09,Mitte,#098,2023-03-09,18:05:00,Wolt,Delivered,Delivery,27.6,,
#099 - Mitte - 2023-03-09,Mitte,#099,2023-03-09,18:07:00,Wolt,Delivered,Delivery,13.7,,2.0
#729 - Friedrichshain - 2023-03-09,Friedrichshain,#729,2023-03-09,18:32:00,Wolt,Delivered,Delivery,26.1,,
#100 - Mitte - 2023-03-09,Mitte,#100,2023-03-09,18:34:00,Wolt,Delivered,Delivery,32.0,,4.0
#730 - Friedrichshain - 2023-03-09,Friedrichshain,#730,2023-03-09,18:56:00,Wolt,Delivered,Delivery,13.8,,
#101 - Mitte - 2023-03-09,Mitte,#101,2023-03-09,19:03:00,Wolt,Delivered,Delivery,13.3,,
#731 - Friedrichshain - 2023-03-09,Friedrichshain,#731,2023-03-09,19:11:00,Wolt,Delivered,Delivery,14.8,,
#071 - Kreuzberg - 2023-03-09,Kreuzberg,#071,2023-03-09,19:24:00,Wolt,Delivered,Delivery,22.2,,5.0
#102 - Mitte - 2023-03-09,Mitte,#102,2023-03-09,19:41:00,Wolt,Delivered,Delivery,16.6,,5.0
#103 - Mitte - 2023-03-09,Mitte,#103,2023-03-09,19:51:00,Wolt,Delivered,Delivery,13.4,,
#732 - Friedrichshain - 2023-03-09,Friedrichshain,#732,2023-03-09,20:21:00,Wolt,Delivered,Delivery,13.8,,
#360 - Bergmannkiez - 2023-03-09,Bergmannkiez,#360,2023-03-09,20:24:00,Wolt,Delivered,Delivery,13.7,,
#361 - Bergmannkiez - 2023-03-09,Bergmannkiez,#361,2023-03-09,20:28:00,Wolt,Delivered,Delivery,19.7,,3.0
#733 - Friedrichshain - 2023-03-09,Friedrichshain,#733,2023-03-09,21:23:00,Wolt,Delivered,Delivery,56.0,,
#734 - Friedrichshain - 2023-03-09,Friedrichshain,#734,2023-03-09,21:48:00,Wolt,Delivered,Delivery,21.6,,
#735 - Friedrichshain - 2023-03-09,Friedrichshain,#735,2023-03-09,21:54:00,Wolt,Delivered,Delivery,25.4,,
#362 - Bergmannkiez - 2023-03-09,Bergmannkiez,#362,2023-03-09,22:09:00,Wolt,Delivered,Delivery,10.9,,
#363 - Bergmannkiez - 2023-03-09,Bergmannkiez,#363,2023-03-09,22:30:00,Wolt,Delivered,Delivery,19.6,,5.0
#364 - Bergmannkiez - 2023-03-10,Bergmannkiez,#364,2023-03-10,10:52:00,Wolt,Delivered,Delivery,19.1,,
#736 - Friedrichshain - 2023-03-10,Friedrichshain,#736,2023-03-10,11:05:00,Wolt,Delivered,Delivery,41.7,,
#365 - Bergmannkiez - 2023-03-10,Bergmannkiez,#365,2023-03-10,11:15:00,Wolt,Delivered,Delivery,21.6,,
#104 - Mitte - 2023-03-10,Mitte,#104,2023-03-10,11:29:00,Wolt,Delivered,Delivery,13.0,,
#366 - Bergmannkiez - 2023-03-10,Bergmannkiez,#366,2023-03-10,12:04:00,Wolt,Delivered,Delivery,13.3,,3.0
#072 - Kreuzberg - 2023-03-10,Kreuzberg,#072,2023-03-10,12:18:00,Wolt,Delivered,Delivery,10.4,,
#737 - Friedrichshain - 2023-03-10,Friedrichshain,#737,2023-03-10,12:20:00,Wolt,Delivered,Delivery,11.3,,
#738 - Friedrichshain - 2023-03-10,Friedrichshain,#738,2023-03-10,12:23:00,Wolt,Delivered,Delivery,9.8,,5.0
#739 - Friedrichshain - 2023-03-10,Friedrichshain,#739,2023-03-10,12:34:00,Wolt,Delivered,Delivery,16.5,,
#367 - Bergmannkiez - 2023-03-10,Bergmannkiez,#367,2023-03-10,12:59:00,Wolt,Delivered,Delivery,9.8,,5.0
#145 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#145,2023-03-10,13:46:00,Wolt,Delivered,Delivery,10.7,,5.0
#740 - Friedrichshain - 2023-03-10,Friedrichshain,#740,2023-03-10,14:07:00,Wolt,Delivered,Delivery,14.7,,
#124 - Charlottenburg - 2023-03-10,Charlottenburg,#124,2023-03-10,14:37:00,Wolt,Delivered,Delivery,16.7,,2.0
#146 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#146,2023-03-10,15:31:00,Wolt,Delivered,Delivery,16.7,,
#741 - Friedrichshain - 2023-03-10,Friedrichshain,#741,2023-03-10,15:36:00,Wolt,Delivered,Delivery,31.4,,
#147 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#147,2023-03-10,15:50:00,Wolt,Delivered,Delivery,24.6,,
#073 - Kreuzberg - 2023-03-10,Kreuzberg,#073,2023-03-10,16:16:00,Wolt,Delivered,Delivery,14.4,,
#125 - Charlottenburg - 2023-03-10,Charlottenburg,#125,2023-03-10,16:31:00,Wolt,Delivered,Delivery,22.1,,
#074 - Kreuzberg - 2023-03-10,Kreuzberg,#074,2023-03-10,16:51:00,Wolt,Delivered,Delivery,15.6,,
#105 - Mitte - 2023-03-10,Mitte,#105,2023-03-10,16:58:00,Wolt,Delivered,Delivery,15.7,,
#742 - Friedrichshain - 2023-03-10,Friedrichshain,#742,2023-03-10,17:04:00,Wolt,Delivered,Delivery,19.6,,
#148 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#148,2023-03-10,17:07:00,Wolt,Delivered,Delivery,9.9,,
#149 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#149,2023-03-10,17:09:00,Wolt,Delivered,Delivery,31.2,,
#126 - Charlottenburg - 2023-03-10,Charlottenburg,#126,2023-03-10,17:16:00,Wolt,Delivered,Delivery,18.6,,
#075 - Kreuzberg - 2023-03-10,Kreuzberg,#075,2023-03-10,17:45:00,Wolt,Delivered,Delivery,18.2,,
#106 - Mitte - 2023-03-10,Mitte,#106,2023-03-10,17:46:00,Wolt,Delivered,Delivery,30.5,,
#369 - Bergmannkiez - 2023-03-10,Bergmannkiez,#369,2023-03-10,17:49:00,Wolt,Delivered,Delivery,26.2,,
#076 - Kreuzberg - 2023-03-10,Kreuzberg,#076,2023-03-10,17:51:00,Wolt,Delivered,Delivery,31.0,,
#107 - Mitte - 2023-03-10,Mitte,#107,2023-03-10,17:56:00,Wolt,Delivered,Delivery,23.1,,
#743 - Friedrichshain - 2023-03-10,Friedrichshain,#743,2023-03-10,18:20:00,Wolt,Delivered,Delivery,14.9,,
#127 - Charlottenburg - 2023-03-10,Charlottenburg,#127,2023-03-10,18:23:00,Wolt,Delivered,Delivery,12.3,,
#744 - Friedrichshain - 2023-03-10,Friedrichshain,#744,2023-03-10,18:32:00,Wolt,Delivered,Delivery,13.3,,
#370 - Bergmannkiez - 2023-03-10,Bergmannkiez,#370,2023-03-10,18:35:00,Wolt,Delivered,Delivery,18.6,,
#150 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#150,2023-03-10,18:37:00,Wolt,Delivered,Delivery,39.8,,
#128 - Charlottenburg - 2023-03-10,Charlottenburg,#128,2023-03-10,18:42:00,Wolt,Delivered,Delivery,12.8,,
#077 - Kreuzberg - 2023-03-10,Kreuzberg,#077,2023-03-10,18:44:00,Wolt,Delivered,Delivery,14.2,,5.0
#129 - Charlottenburg - 2023-03-10,Charlottenburg,#129,2023-03-10,18:56:00,Wolt,Delivered,Delivery,13.8,,
#151 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#151,2023-03-10,19:04:00,Wolt,Delivered,Delivery,13.3,,
#078 - Kreuzberg - 2023-03-10,Kreuzberg,#078,2023-03-10,19:06:00,Wolt,Delivered,Delivery,11.8,,
#152 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#152,2023-03-10,19:20:00,Wolt,Delivered,Delivery,24.9,,
#108 - Mitte - 2023-03-10,Mitte,#108,2023-03-10,19:27:00,Wolt,Delivered,Delivery,13.7,,3.0
#153 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#153,2023-03-10,19:27:00,Wolt,Delivered,Delivery,13.7,,
#109 - Mitte - 2023-03-10,Mitte,#109,2023-03-10,19:30:00,Wolt,Delivered,Delivery,18.2,,2.0
#130 - Charlottenburg - 2023-03-10,Charlottenburg,#130,2023-03-10,19:35:00,Wolt,Delivered,Delivery,44.1,,
#154 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#154,2023-03-10,19:47:00,Wolt,Delivered,Delivery,23.5,,
#745 - Friedrichshain - 2023-03-10,Friedrichshain,#745,2023-03-10,19:50:00,Wolt,Delivered,Delivery,16.2,,
#131 - Charlottenburg - 2023-03-10,Charlottenburg,#131,2023-03-10,19:53:00,Wolt,Delivered,Delivery,17.7,,
#746 - Friedrichshain - 2023-03-10,Friedrichshain,#746,2023-03-10,20:25:00,Wolt,Delivered,Delivery,14.7,,
#110 - Mitte - 2023-03-10,Mitte,#110,2023-03-10,20:44:00,Wolt,Delivered,Delivery,13.7,,
#155 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#155,2023-03-10,20:46:00,Wolt,Delivered,Delivery,38.7,,
#156 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#156,2023-03-10,20:47:00,Wolt,Delivered,Delivery,11.8,,
#132 - Charlottenburg - 2023-03-10,Charlottenburg,#132,2023-03-10,20:50:00,Wolt,Delivered,Delivery,14.4,,
#157 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#157,2023-03-10,20:51:00,Wolt,Delivered,Delivery,22.2,,
#079 - Kreuzberg - 2023-03-10,Kreuzberg,#079,2023-03-10,20:55:00,Wolt,Delivered,Delivery,24.0,,
#111 - Mitte - 2023-03-10,Mitte,#111,2023-03-10,20:56:00,Wolt,Delivered,Delivery,27.6,,
#371 - Bergmannkiez - 2023-03-10,Bergmannkiez,#371,2023-03-10,21:07:00,Wolt,Delivered,Delivery,22.5,,
#133 - Charlottenburg - 2023-03-10,Charlottenburg,#133,2023-03-10,21:13:00,Wolt,Delivered,Delivery,13.7,,5.0
#372 - Bergmannkiez - 2023-03-10,Bergmannkiez,#372,2023-03-10,21:14:00,Wolt,Delivered,Delivery,12.8,,4.0
#158 - Prenzlauer Berg - 2023-03-10,Prenzlauer Berg,#158,2023-03-10,21:17:00,Wolt,Delivered,Delivery,20.5,,
#112 - Mitte - 2023-03-10,Mitte,#112,2023-03-10,21:18:00,Wolt,Delivered,Delivery,17.6,,
#747 - Friedrichshain - 2023-03-10,Friedrichshain,#747,2023-03-10,21:28:00,Wolt,Delivered,Delivery,20.8,,
#113 - Mitte - 2023-03-10,Mitte,#113,2023-03-10,21:35:00,Wolt,Delivered,Delivery,13.3,,
#373 - Bergmannkiez - 2023-03-10,Bergmannkiez,#373,2023-03-10,21:44:00,Wolt,Delivered,Delivery,10.9,,5.0
#374 - Bergmannkiez - 2023-03-10,Bergmannkiez,#374,2023-03-10,21:57:00,Wolt,Delivered,Delivery,17.6,,1.0
#748 - Friedrichshain - 2023-03-10,Friedrichshain,#748,2023-03-10,22:00:00,Wolt,Delivered,Delivery,27.4,,
#749 - Friedrichshain - 2023-03-10,Friedrichshain,#749,2023-03-10,23:25:00,Wolt,Delivered,Delivery,27.0,,
#375 - Bergmannkiez - 2023-03-11,Bergmannkiez,#375,2023-03-11,11:03:00,Wolt,Delivered,Delivery,21.2,,5.0
#114 - Mitte - 2023-03-11,Mitte,#114,2023-03-11,11:07:00,Wolt,Delivered,Delivery,12.3,,
#159 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#159,2023-03-11,11:16:00,Wolt,Delivered,Delivery,24.4,,5.0
#750 - Friedrichshain - 2023-03-11,Friedrichshain,#750,2023-03-11,11:42:00,Wolt,Delivered,Delivery,16.7,,
#161 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#161,2023-03-11,11:50:00,Wolt,Delivered,Delivery,15.2,,
#162 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#162,2023-03-11,11:53:00,Wolt,Delivered,Delivery,13.4,,
#751 - Friedrichshain - 2023-03-11,Friedrichshain,#751,2023-03-11,11:59:00,Wolt,Delivered,Delivery,22.1,,
#163 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#163,2023-03-11,12:01:00,Wolt,Delivered,Delivery,37.8,,5.0
#376 - Bergmannkiez - 2023-03-11,Bergmannkiez,#376,2023-03-11,12:09:00,Wolt,Delivered,Delivery,17.7,,2.0
#377 - Bergmannkiez - 2023-03-11,Bergmannkiez,#377,2023-03-11,12:15:00,Wolt,Delivered,Delivery,13.3,,
#080 - Kreuzberg - 2023-03-11,Kreuzberg,#080,2023-03-11,12:53:00,Wolt,Delivered,Delivery,40.3,,
#115 - Mitte - 2023-03-11,Mitte,#115,2023-03-11,13:20:00,Wolt,Delivered,Delivery,23.1,,
#116 - Mitte - 2023-03-11,Mitte,#116,2023-03-11,13:25:00,Wolt,Delivered,Delivery,17.8,,
#164 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#164,2023-03-11,13:34:00,Wolt,Delivered,Delivery,34.6,,3.0
#117 - Mitte - 2023-03-11,Mitte,#117,2023-03-11,13:39:00,Wolt,Delivered,Delivery,10.7,,
#118 - Mitte - 2023-03-11,Mitte,#118,2023-03-11,13:45:00,Wolt,Delivered,Delivery,17.8,,
#165 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#165,2023-03-11,14:07:00,Wolt,Delivered,Delivery,13.3,,
#082 - Kreuzberg - 2023-03-11,Kreuzberg,#082,2023-03-11,14:33:00,Wolt,Delivered,Delivery,26.5,,
#166 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#166,2023-03-11,14:56:00,Wolt,Delivered,Delivery,39.6,,
#119 - Mitte - 2023-03-11,Mitte,#119,2023-03-11,14:59:00,Wolt,Delivered,Delivery,13.3,,
#134 - Charlottenburg - 2023-03-11,Charlottenburg,#134,2023-03-11,15:24:00,Wolt,Delivered,Delivery,16.7,,2.0
#135 - Charlottenburg - 2023-03-11,Charlottenburg,#135,2023-03-11,15:27:00,Wolt,Delivered,Delivery,21.6,,
#378 - Bergmannkiez - 2023-03-11,Bergmannkiez,#378,2023-03-11,15:28:00,Wolt,Delivered,Delivery,16.7,,
#136 - Charlottenburg - 2023-03-11,Charlottenburg,#136,2023-03-11,15:42:00,Wolt,Delivered,Delivery,18.6,,
#083 - Kreuzberg - 2023-03-11,Kreuzberg,#083,2023-03-11,15:54:00,Wolt,Delivered,Delivery,17.6,,
#137 - Charlottenburg - 2023-03-11,Charlottenburg,#137,2023-03-11,15:59:00,Wolt,Delivered,Delivery,25.1,,
#120 - Mitte - 2023-03-11,Mitte,#120,2023-03-11,16:20:00,Wolt,Delivered,Delivery,24.6,,
#752 - Friedrichshain - 2023-03-11,Friedrichshain,#752,2023-03-11,16:22:00,Wolt,Delivered,Delivery,14.7,,
#121 - Mitte - 2023-03-11,Mitte,#121,2023-03-11,16:42:00,Wolt,Delivered,Delivery,15.6,,5.0
#138 - Charlottenburg - 2023-03-11,Charlottenburg,#138,2023-03-11,17:01:00,Wolt,Delivered,Delivery,12.8,,
#167 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#167,2023-03-11,17:02:00,Wolt,Delivered,Delivery,43.4,,
#168 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#168,2023-03-11,17:09:00,Wolt,Delivered,Delivery,17.6,,
#084 - Kreuzberg - 2023-03-11,Kreuzberg,#084,2023-03-11,17:24:00,Wolt,Delivered,Delivery,15.6,,
#085 - Kreuzberg - 2023-03-11,Kreuzberg,#085,2023-03-11,17:32:00,Wolt,Delivered,Delivery,24.7,,
#139 - Charlottenburg - 2023-03-11,Charlottenburg,#139,2023-03-11,17:54:00,Wolt,Delivered,Delivery,31.2,,5.0
#086 - Kreuzberg - 2023-03-11,Kreuzberg,#086,2023-03-11,17:57:00,Wolt,Delivered,Delivery,13.7,,
#140 - Charlottenburg - 2023-03-11,Charlottenburg,#140,2023-03-11,18:18:00,Wolt,Delivered,Delivery,44.3,,
#122 - Mitte - 2023-03-11,Mitte,#122,2023-03-11,18:20:00,Wolt,Delivered,Delivery,30.0,,2.0
#123 - Mitte - 2023-03-11,Mitte,#123,2023-03-11,18:23:00,Wolt,Delivered,Delivery,22.1,,
#141 - Charlottenburg - 2023-03-11,Charlottenburg,#141,2023-03-11,18:36:00,Wolt,Delivered,Delivery,79.9,,
#124 - Mitte - 2023-03-11,Mitte,#124,2023-03-11,18:41:00,Wolt,Delivered,Delivery,50.7,,
#125 - Mitte - 2023-03-11,Mitte,#125,2023-03-11,18:46:00,Wolt,Delivered,Delivery,15.6,,
#169 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#169,2023-03-11,18:47:00,Wolt,Delivered,Delivery,36.8,,5.0
#170 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#170,2023-03-11,18:49:00,Wolt,Delivered,Delivery,12.4,,
#381 - Bergmannkiez - 2023-03-11,Bergmannkiez,#381,2023-03-11,18:52:00,Wolt,Delivered,Delivery,27.4,,
#142 - Charlottenburg - 2023-03-11,Charlottenburg,#142,2023-03-11,18:58:00,Wolt,Delivered,Delivery,26.5,,4.0
#171 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#171,2023-03-11,19:03:00,Wolt,Delivered,Delivery,28.0,,
#087 - Kreuzberg - 2023-03-11,Kreuzberg,#087,2023-03-11,19:06:00,Wolt,Delivered,Delivery,13.3,,
#753 - Friedrichshain - 2023-03-11,Friedrichshain,#753,2023-03-11,19:09:00,Wolt,Delivered,Delivery,15.8,,
#382 - Bergmannkiez - 2023-03-11,Bergmannkiez,#382,2023-03-11,19:13:00,Wolt,Delivered,Delivery,9.8,,
#088 - Kreuzberg - 2023-03-11,Kreuzberg,#088,2023-03-11,19:22:00,Wolt,Delivered,Delivery,38.3,,
#089 - Kreuzberg - 2023-03-11,Kreuzberg,#089,2023-03-11,19:24:00,Wolt,Delivered,Delivery,13.3,,
#126 - Mitte - 2023-03-11,Mitte,#126,2023-03-11,19:29:00,Wolt,Delivered,Delivery,39.3,,
#127 - Mitte - 2023-03-11,Mitte,#127,2023-03-11,19:31:00,Wolt,Delivered,Delivery,14.2,,
#172 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#172,2023-03-11,19:38:00,Wolt,Delivered,Delivery,13.3,,
#173 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#173,2023-03-11,19:55:00,Wolt,Delivered,Delivery,25.5,,
#174 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#174,2023-03-11,20:13:00,Wolt,Delivered,Delivery,28.0,,
#090 - Kreuzberg - 2023-03-11,Kreuzberg,#090,2023-03-11,20:21:00,Wolt,Delivered,Delivery,14.3,,
#128 - Mitte - 2023-03-11,Mitte,#128,2023-03-11,20:31:00,Wolt,Delivered,Delivery,25.9,,
#383 - Bergmannkiez - 2023-03-11,Bergmannkiez,#383,2023-03-11,20:35:00,Wolt,Delivered,Delivery,39.4,,
#175 - Prenzlauer Berg - 2023-03-11,Prenzlauer Berg,#175,2023-03-11,20:36:00,Wolt,Delivered,Delivery,21.1,,
#384 - Bergmannkiez - 2023-03-11,Bergmannkiez,#384,2023-03-11,20:41:00,Wolt,Delivered,Delivery,9.9,,
#091 - Kreuzberg - 2023-03-11,Kreuzberg,#091,2023-03-11,20:53:00,Wolt,Delivered,Delivery,30.5,,5.0
#092 - Kreuzberg - 2023-03-11,Kreuzberg,#092,2023-03-11,20:56:00,Wolt,Delivered,Delivery,12.3,,
