PayoutDate,OrderWeek,Location,Payment Descriptions,OtherPayments
2023-05-23,2023-05-22,Mitte,Ad Spend,-9.542857142857143
2023-05-23,2023-05-22,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-23,2023-05-22,Prenzlauer Berg,Ad Spend,-24.914285714285715
2023-05-23,2023-05-22,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-24,2023-05-22,Bergmannkiez,Ad Spend,-22.987142857142853
2023-05-24,2023-05-22,Charlottenburg,Ad Spend,-24.905714285714286
2023-05-24,2023-05-22,Charlottenburg,VAT Rounding Adjustment,0.005714285714285714
2023-05-24,2023-05-22,Friedrichshain,Ad Spend,-25.231428571428573
2023-05-24,2023-05-22,Kreuzberg,Ad Spend,-6.054285714285713
2023-05-24,2023-05-22,Leipzig Mitte,Ad Spend,-25.16571428571428
2023-05-24,2023-05-22,Mitte,Ad Spend,-9.542857142857143
2023-05-24,2023-05-22,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-24,2023-05-22,Prenzlauer Berg,Ad Spend,-24.914285714285715
2023-05-24,2023-05-22,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-25,2023-05-22,Bergmannkiez,Ad Spend,-22.987142857142853
2023-05-25,2023-05-22,Charlottenburg,Ad Spend,-24.905714285714286
2023-05-25,2023-05-22,Charlottenburg,VAT Rounding Adjustment,0.005714285714285714
2023-05-25,2023-05-22,Friedrichshain,Ad Spend,-25.231428571428573
2023-05-25,2023-05-22,Kreuzberg,Ad Spend,-6.054285714285713
2023-05-25,2023-05-22,Leipzig Mitte,Ad Spend,-25.16571428571428
2023-05-25,2023-05-22,Mitte,Ad Spend,-9.542857142857143
2023-05-25,2023-05-22,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-25,2023-05-22,Prenzlauer Berg,Ad Spend,-24.914285714285715
2023-05-25,2023-05-22,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-26,2023-05-22,Bergmannkiez,Ad Spend,-22.987142857142853
2023-05-26,2023-05-22,Charlottenburg,Ad Spend,-24.905714285714286
2023-05-26,2023-05-22,Charlottenburg,VAT Rounding Adjustment,0.005714285714285714
2023-05-26,2023-05-22,Friedrichshain,Ad Spend,-25.231428571428573
2023-05-26,2023-05-22,Kreuzberg,Ad Spend,-6.054285714285713
2023-05-26,2023-05-22,Leipzig Mitte,Ad Spend,-25.16571428571428
2023-05-26,2023-05-22,Mitte,Ad Spend,-9.542857142857143
2023-05-26,2023-05-22,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-26,2023-05-22,Prenzlauer Berg,Ad Spend,-24.914285714285715
2023-05-26,2023-05-22,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-27,2023-05-22,Bergmannkiez,Ad Spend,-22.987142857142853
2023-05-27,2023-05-22,Charlottenburg,Ad Spend,-24.905714285714286
2023-05-27,2023-05-22,Charlottenburg,VAT Rounding Adjustment,0.005714285714285714
2023-05-27,2023-05-22,Friedrichshain,Ad Spend,-25.231428571428573
2023-05-27,2023-05-22,Kreuzberg,Ad Spend,-6.054285714285713
2023-05-27,2023-05-22,Leipzig Mitte,Ad Spend,-25.16571428571428
2023-05-27,2023-05-22,Mitte,Ad Spend,-9.542857142857143
2023-05-27,2023-05-22,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-27,2023-05-22,Prenzlauer Berg,Ad Spend,-24.914285714285715
2023-05-27,2023-05-22,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-28,2023-05-22,Bergmannkiez,Ad Spend,-22.987142857142853
2023-05-28,2023-05-22,Charlottenburg,Ad Spend,-24.905714285714286
2023-05-28,2023-05-22,Charlottenburg,VAT Rounding Adjustment,0.005714285714285714
2023-05-28,2023-05-22,Friedrichshain,Ad Spend,-25.231428571428573
2023-05-28,2023-05-22,Kreuzberg,Ad Spend,-6.054285714285713
2023-05-28,2023-05-22,Leipzig Mitte,Ad Spend,-25.16571428571428
2023-05-28,2023-05-22,Mitte,Ad Spend,-9.542857142857143
2023-05-28,2023-05-22,Mitte,VAT Rounding Adjustment,-0.005714285714285714
2023-05-28,2023-05-22,Prenzlauer Berg,Ad Spend,-24.914285714285715
2023-05-28,2023-05-22,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-05-29,2023-05-29,Bergmannkiez,Ad Spend,-4.851428571428571
2023-05-29,2023-05-29,Bergmannkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-05-29,2023-05-29,Charlottenburg,Ad Spend,-24.951428571428572
2023-05-29,2023-05-29,Friedrichshain,Ad Spend,-21.58285714285714
2023-05-29,2023-05-29,Kreuzberg,Ad Spend,-4.441428571428571
2023-05-29,2023-05-29,Leipzig Mitte,Ad Spend,-23.607142857142858
2023-05-29,2023-05-29,Mitte,Ad Spend,-9.219999999999999
2023-05-29,2023-05-29,Prenzlauer Berg,Ad Spend,-24.085714285714285
2023-05-29,2023-05-29,Samariterkiez,Ad Spend,-11.992857142857142
2023-05-29,2023-05-29,Schillerkiez,Ad Spend,-3.162857142857143
2023-05-30,2023-05-29,Bergmannkiez,Ad Spend,-4.851428571428571
2023-05-30,2023-05-29,Bergmannkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-05-30,2023-05-29,Charlottenburg,Ad Spend,-24.951428571428572
2023-05-30,2023-05-29,Friedrichshain,Ad Spend,-21.58285714285714
2023-05-30,2023-05-29,Kreuzberg,Ad Spend,-4.441428571428571
2023-05-30,2023-05-29,Leipzig Mitte,Ad Spend,-23.607142857142858
2023-05-30,2023-05-29,Mitte,Ad Spend,-9.219999999999999
2023-05-30,2023-05-29,Prenzlauer Berg,Ad Spend,-24.085714285714285
2023-05-30,2023-05-29,Samariterkiez,Ad Spend,-11.992857142857142
2023-05-30,2023-05-29,Schillerkiez,Ad Spend,-3.162857142857143
2023-05-31,2023-05-29,Bergmannkiez,Ad Spend,-4.851428571428571
2023-05-31,2023-05-29,Bergmannkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-05-31,2023-05-29,Charlottenburg,Ad Spend,-24.951428571428572
2023-05-31,2023-05-29,Friedrichshain,Ad Spend,-21.58285714285714
2023-05-31,2023-05-29,Kreuzberg,Ad Spend,-4.441428571428571
2023-05-31,2023-05-29,Leipzig Mitte,Ad Spend,-23.607142857142858
2023-05-31,2023-05-29,Mitte,Ad Spend,-9.219999999999999
2023-05-31,2023-05-29,Prenzlauer Berg,Ad Spend,-24.085714285714285
2023-05-31,2023-05-29,Samariterkiez,Ad Spend,-11.992857142857142
2023-05-31,2023-05-29,Schillerkiez,Ad Spend,-3.162857142857143
2023-06-01,2023-05-29,Bergmannkiez,Ad Spend,-4.851428571428571
2023-06-01,2023-05-29,Bergmannkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-06-01,2023-05-29,Charlottenburg,Ad Spend,-24.951428571428572
2023-06-01,2023-05-29,Friedrichshain,Ad Spend,-21.58285714285714
2023-06-01,2023-05-29,Kreuzberg,Ad Spend,-4.441428571428571
2023-06-01,2023-05-29,Leipzig Mitte,Ad Spend,-23.607142857142858
2023-06-01,2023-05-29,Mitte,Ad Spend,-9.219999999999999
2023-06-01,2023-05-29,Prenzlauer Berg,Ad Spend,-24.085714285714285
2023-06-01,2023-05-29,Samariterkiez,Ad Spend,-11.992857142857142
2023-06-01,2023-05-29,Schillerkiez,Ad Spend,-3.162857142857143
2023-06-02,2023-05-29,Bergmannkiez,Ad Spend,-4.851428571428571
2023-06-02,2023-05-29,Bergmannkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-06-02,2023-05-29,Charlottenburg,Ad Spend,-24.951428571428572
2023-06-02,2023-05-29,Friedrichshain,Ad Spend,-21.58285714285714
2023-06-02,2023-05-29,Kreuzberg,Ad Spend,-4.441428571428571
2023-06-02,2023-05-29,Leipzig Mitte,Ad Spend,-23.607142857142858
2023-06-02,2023-05-29,Mitte,Ad Spend,-9.219999999999999
2023-06-02,2023-05-29,Prenzlauer Berg,Ad Spend,-24.085714285714285
2023-06-02,2023-05-29,Samariterkiez,Ad Spend,-11.992857142857142
2023-06-02,2023-05-29,Schillerkiez,Ad Spend,-3.162857142857143
2023-06-03,2023-05-29,Bergmannkiez,Ad Spend,-4.851428571428571
2023-06-03,2023-05-29,Bergmannkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-06-03,2023-05-29,Charlottenburg,Ad Spend,-24.951428571428572
2023-06-03,2023-05-29,Friedrichshain,Ad Spend,-21.58285714285714
2023-06-03,2023-05-29,Kreuzberg,Ad Spend,-4.441428571428571
2023-06-03,2023-05-29,Leipzig Mitte,Ad Spend,-23.607142857142858
2023-06-03,2023-05-29,Mitte,Ad Spend,-9.219999999999999
2023-06-03,2023-05-29,Prenzlauer Berg,Ad Spend,-24.085714285714285
2023-06-03,2023-05-29,Samariterkiez,Ad Spend,-11.992857142857142
2023-06-03,2023-05-29,Schillerkiez,Ad Spend,-3.162857142857143
2023-06-04,2023-05-29,Bergmannkiez,Ad Spend,-4.851428571428571
2023-06-04,2023-05-29,Bergmannkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-06-04,2023-05-29,Charlottenburg,Ad Spend,-24.951428571428572
2023-06-04,2023-05-29,Friedrichshain,Ad Spend,-21.58285714285714
2023-06-04,2023-05-29,Kreuzberg,Ad Spend,-4.441428571428571
2023-06-04,2023-05-29,Leipzig Mitte,Ad Spend,-23.607142857142858
2023-06-04,2023-05-29,Mitte,Ad Spend,-9.219999999999999
2023-06-04,2023-05-29,Prenzlauer Berg,Ad Spend,-24.085714285714285
2023-06-04,2023-05-29,Samariterkiez,Ad Spend,-11.992857142857142
2023-06-04,2023-05-29,Schillerkiez,Ad Spend,-3.162857142857143
2023-06-05,2023-06-05,Charlottenburg,Ad Spend,-22.78
2023-06-05,2023-06-05,Kreuzberg,Ad Spend,-5.275714285714286
2023-06-05,2023-06-05,Leipzig Mitte,Ad Spend,-23.118571428571425
2023-06-05,2023-06-05,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-06-05,2023-06-05,Mitte,Ad Spend,-9.624285714285715
2023-06-05,2023-06-05,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-05,2023-06-05,Prenzlauer Berg,Ad Spend,-23.229999999999997
2023-06-05,2023-06-05,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-05,2023-06-05,Samariterkiez,Ad Spend,-5.578571428571428
2023-06-05,2023-06-05,Schillerkiez,Ad Spend,-5.967142857142856
2023-06-06,2023-06-05,Charlottenburg,Ad Spend,-22.78
2023-06-06,2023-06-05,Kreuzberg,Ad Spend,-5.275714285714286
2023-06-06,2023-06-05,Leipzig Mitte,Ad Spend,-23.118571428571425
2023-06-06,2023-06-05,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-06-06,2023-06-05,Mitte,Ad Spend,-9.624285714285715
2023-06-06,2023-06-05,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-06,2023-06-05,Prenzlauer Berg,Ad Spend,-23.229999999999997
2023-06-06,2023-06-05,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-06,2023-06-05,Samariterkiez,Ad Spend,-5.578571428571428
2023-06-06,2023-06-05,Schillerkiez,Ad Spend,-5.967142857142856
2023-06-07,2023-06-05,Charlottenburg,Ad Spend,-22.78
2023-06-07,2023-06-05,Kreuzberg,Ad Spend,-5.275714285714286
2023-06-07,2023-06-05,Leipzig Mitte,Ad Spend,-23.118571428571425
2023-06-07,2023-06-05,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-06-07,2023-06-05,Mitte,Ad Spend,-9.624285714285715
2023-06-07,2023-06-05,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-07,2023-06-05,Prenzlauer Berg,Ad Spend,-23.229999999999997
2023-06-07,2023-06-05,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-07,2023-06-05,Samariterkiez,Ad Spend,-5.578571428571428
2023-06-07,2023-06-05,Schillerkiez,Ad Spend,-5.967142857142856
2023-06-08,2023-06-05,Charlottenburg,Ad Spend,-22.78
2023-06-08,2023-06-05,Kreuzberg,Ad Spend,-5.275714285714286
2023-06-08,2023-06-05,Leipzig Mitte,Ad Spend,-23.118571428571425
2023-06-08,2023-06-05,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-06-08,2023-06-05,Mitte,Ad Spend,-9.624285714285715
2023-06-08,2023-06-05,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-08,2023-06-05,Prenzlauer Berg,Ad Spend,-23.229999999999997
2023-06-08,2023-06-05,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-08,2023-06-05,Samariterkiez,Ad Spend,-5.578571428571428
2023-06-08,2023-06-05,Schillerkiez,Ad Spend,-5.967142857142856
2023-06-09,2023-06-05,Charlottenburg,Ad Spend,-22.78
2023-06-09,2023-06-05,Kreuzberg,Ad Spend,-5.275714285714286
2023-06-09,2023-06-05,Leipzig Mitte,Ad Spend,-23.118571428571425
2023-06-09,2023-06-05,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-06-09,2023-06-05,Mitte,Ad Spend,-9.624285714285715
2023-06-09,2023-06-05,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-09,2023-06-05,Prenzlauer Berg,Ad Spend,-23.229999999999997
2023-06-09,2023-06-05,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-09,2023-06-05,Samariterkiez,Ad Spend,-5.578571428571428
2023-06-09,2023-06-05,Schillerkiez,Ad Spend,-5.967142857142856
2023-06-10,2023-06-05,Charlottenburg,Ad Spend,-22.78
2023-06-10,2023-06-05,Kreuzberg,Ad Spend,-5.275714285714286
2023-06-10,2023-06-05,Leipzig Mitte,Ad Spend,-23.118571428571425
2023-06-10,2023-06-05,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-06-10,2023-06-05,Mitte,Ad Spend,-9.624285714285715
2023-06-10,2023-06-05,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-10,2023-06-05,Prenzlauer Berg,Ad Spend,-23.229999999999997
2023-06-10,2023-06-05,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-10,2023-06-05,Samariterkiez,Ad Spend,-5.578571428571428
2023-06-10,2023-06-05,Schillerkiez,Ad Spend,-5.967142857142856
2023-06-11,2023-06-05,Charlottenburg,Ad Spend,-22.78
2023-06-11,2023-06-05,Kreuzberg,Ad Spend,-5.275714285714286
2023-06-11,2023-06-05,Leipzig Mitte,Ad Spend,-23.118571428571425
2023-06-11,2023-06-05,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-06-11,2023-06-05,Mitte,Ad Spend,-9.624285714285715
2023-06-11,2023-06-05,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-11,2023-06-05,Prenzlauer Berg,Ad Spend,-23.229999999999997
2023-06-11,2023-06-05,Prenzlauer Berg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-11,2023-06-05,Samariterkiez,Ad Spend,-5.578571428571428
2023-06-11,2023-06-05,Schillerkiez,Ad Spend,-5.967142857142856
2023-06-12,2023-06-12,Charlottenburg,Ad Spend,-23.83428571428571
2023-06-12,2023-06-12,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-12,2023-06-12,Kreuzberg,Ad Spend,-5.218571428571429
2023-06-12,2023-06-12,Kreuzberg,VAT Rounding Adjustment,-0.005714285714285714
2023-06-12,2023-06-12,Leipzig Mitte,Ad Spend,-23.76142857142857
2023-06-12,2023-06-12,Leipzig Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-12,2023-06-12,Mitte,Ad Spend,-9.714285714285714
2023-06-12,2023-06-12,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-12,2023-06-12,Prenzlauer Berg,Ad Spend,-24.484285714285715
2023-06-12,2023-06-12,Samariterkiez,Ad Spend,-6.2299999999999995
2023-06-12,2023-06-12,Schillerkiez,Ad Spend,-5.467142857142858
2023-06-12,2023-06-12,Schillerkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-13,2023-06-12,Charlottenburg,Ad Spend,-23.83428571428571
2023-06-13,2023-06-12,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-13,2023-06-12,Kreuzberg,Ad Spend,-5.218571428571429
2023-06-13,2023-06-12,Kreuzberg,VAT Rounding Adjustment,-0.005714285714285714
2023-06-13,2023-06-12,Leipzig Mitte,Ad Spend,-23.76142857142857
2023-06-13,2023-06-12,Leipzig Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-13,2023-06-12,Mitte,Ad Spend,-9.714285714285714
2023-06-13,2023-06-12,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-13,2023-06-12,Prenzlauer Berg,Ad Spend,-24.484285714285715
2023-06-13,2023-06-12,Samariterkiez,Ad Spend,-6.2299999999999995
2023-06-13,2023-06-12,Schillerkiez,Ad Spend,-5.467142857142858
2023-06-13,2023-06-12,Schillerkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-14,2023-06-12,Charlottenburg,Ad Spend,-23.83428571428571
2023-06-14,2023-06-12,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-14,2023-06-12,Kreuzberg,Ad Spend,-5.218571428571429
2023-06-14,2023-06-12,Kreuzberg,VAT Rounding Adjustment,-0.005714285714285714
2023-06-14,2023-06-12,Leipzig Mitte,Ad Spend,-23.76142857142857
2023-06-14,2023-06-12,Leipzig Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-14,2023-06-12,Mitte,Ad Spend,-9.714285714285714
2023-06-14,2023-06-12,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-14,2023-06-12,Prenzlauer Berg,Ad Spend,-24.484285714285715
2023-06-14,2023-06-12,Samariterkiez,Ad Spend,-6.2299999999999995
2023-06-14,2023-06-12,Schillerkiez,Ad Spend,-5.467142857142858
2023-06-14,2023-06-12,Schillerkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-15,2023-06-12,Charlottenburg,Ad Spend,-23.83428571428571
2023-06-15,2023-06-12,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-15,2023-06-12,Kreuzberg,Ad Spend,-5.218571428571429
2023-06-15,2023-06-12,Kreuzberg,VAT Rounding Adjustment,-0.005714285714285714
2023-06-15,2023-06-12,Leipzig Mitte,Ad Spend,-23.76142857142857
2023-06-15,2023-06-12,Leipzig Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-15,2023-06-12,Mitte,Ad Spend,-9.714285714285714
2023-06-15,2023-06-12,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-15,2023-06-12,Prenzlauer Berg,Ad Spend,-24.484285714285715
2023-06-15,2023-06-12,Samariterkiez,Ad Spend,-6.2299999999999995
2023-06-15,2023-06-12,Schillerkiez,Ad Spend,-5.467142857142858
2023-06-15,2023-06-12,Schillerkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-16,2023-06-12,Charlottenburg,Ad Spend,-23.83428571428571
2023-06-16,2023-06-12,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-16,2023-06-12,Kreuzberg,Ad Spend,-5.218571428571429
2023-06-16,2023-06-12,Kreuzberg,VAT Rounding Adjustment,-0.005714285714285714
2023-06-16,2023-06-12,Leipzig Mitte,Ad Spend,-23.76142857142857
2023-06-16,2023-06-12,Leipzig Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-16,2023-06-12,Mitte,Ad Spend,-9.714285714285714
2023-06-16,2023-06-12,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-16,2023-06-12,Prenzlauer Berg,Ad Spend,-24.484285714285715
2023-06-16,2023-06-12,Samariterkiez,Ad Spend,-6.2299999999999995
2023-06-16,2023-06-12,Schillerkiez,Ad Spend,-5.467142857142858
2023-06-16,2023-06-12,Schillerkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-17,2023-06-12,Charlottenburg,Ad Spend,-23.83428571428571
2023-06-17,2023-06-12,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-17,2023-06-12,Kreuzberg,Ad Spend,-5.218571428571429
2023-06-17,2023-06-12,Kreuzberg,VAT Rounding Adjustment,-0.005714285714285714
2023-06-17,2023-06-12,Leipzig Mitte,Ad Spend,-23.76142857142857
2023-06-17,2023-06-12,Leipzig Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-17,2023-06-12,Mitte,Ad Spend,-9.714285714285714
2023-06-17,2023-06-12,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-17,2023-06-12,Prenzlauer Berg,Ad Spend,-24.484285714285715
2023-06-17,2023-06-12,Samariterkiez,Ad Spend,-6.2299999999999995
2023-06-17,2023-06-12,Schillerkiez,Ad Spend,-5.467142857142858
2023-06-17,2023-06-12,Schillerkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-18,2023-06-12,Charlottenburg,Ad Spend,-23.83428571428571
2023-06-18,2023-06-12,Charlottenburg,VAT Rounding Adjustment,-0.002857142857142857
2023-06-18,2023-06-12,Kreuzberg,Ad Spend,-5.218571428571429
2023-06-18,2023-06-12,Kreuzberg,VAT Rounding Adjustment,-0.005714285714285714
2023-06-18,2023-06-12,Leipzig Mitte,Ad Spend,-23.76142857142857
2023-06-18,2023-06-12,Leipzig Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-18,2023-06-12,Mitte,Ad Spend,-9.714285714285714
2023-06-18,2023-06-12,Mitte,VAT Rounding Adjustment,-0.002857142857142857
2023-06-18,2023-06-12,Prenzlauer Berg,Ad Spend,-24.484285714285715
2023-06-18,2023-06-12,Samariterkiez,Ad Spend,-6.2299999999999995
2023-06-18,2023-06-12,Schillerkiez,Ad Spend,-5.467142857142858
2023-06-18,2023-06-12,Schillerkiez,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-19,2023-06-19,Charlottenburg,Ad Spend,-23.514285714285712
2023-06-19,2023-06-19,Charlottenburg,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-19,2023-06-19,DTM Westend,Ad Spend,-0.6028571428571429
2023-06-19,2023-06-19,Kreuzberg,Ad Spend,-6.549999999999999
2023-06-19,2023-06-19,Kreuzberg,VAT Rounding Adjustment,-0.004285714285714286
2023-06-19,2023-06-19,Leipzig Mitte,Ad Spend,-24.315714285714282
2023-06-19,2023-06-19,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-06-19,2023-06-19,Mitte,Ad Spend,-10.01142857142857
2023-06-19,2023-06-19,Nollendorfkiez,Ad Spend,-2.662857142857143
2023-06-19,2023-06-19,Nollendorfkiez,Other Fee,2.0585714285714287
2023-06-19,2023-06-19,Prenzlauer Berg,Ad Credits,0.40857142857142853
2023-06-19,2023-06-19,Prenzlauer Berg,Ad Spend,-24.322857142857142
2023-06-19,2023-06-19,Prenzlauer Berg,VAT Rounding Adjustment,-0.004285714285714286
2023-06-19,2023-06-19,Samariterkiez,Ad Spend,-6.104285714285714
2023-06-19,2023-06-19,Schillerkiez,Ad Spend,-6.355714285714286
2023-06-19,2023-06-19,Schillerkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-06-20,2023-06-19,Charlottenburg,Ad Spend,-23.514285714285712
2023-06-20,2023-06-19,Charlottenburg,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-20,2023-06-19,DTM Westend,Ad Spend,-0.6028571428571429
2023-06-20,2023-06-19,Kreuzberg,Ad Spend,-6.549999999999999
2023-06-20,2023-06-19,Kreuzberg,VAT Rounding Adjustment,-0.004285714285714286
2023-06-20,2023-06-19,Leipzig Mitte,Ad Spend,-24.315714285714282
2023-06-20,2023-06-19,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-06-20,2023-06-19,Mitte,Ad Spend,-10.01142857142857
2023-06-20,2023-06-19,Nollendorfkiez,Ad Spend,-2.662857142857143
2023-06-20,2023-06-19,Nollendorfkiez,Other Fee,2.0585714285714287
2023-06-20,2023-06-19,Prenzlauer Berg,Ad Credits,0.40857142857142853
2023-06-20,2023-06-19,Prenzlauer Berg,Ad Spend,-24.322857142857142
2023-06-20,2023-06-19,Prenzlauer Berg,VAT Rounding Adjustment,-0.004285714285714286
2023-06-20,2023-06-19,Samariterkiez,Ad Spend,-6.104285714285714
2023-06-20,2023-06-19,Schillerkiez,Ad Spend,-6.355714285714286
2023-06-20,2023-06-19,Schillerkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-06-21,2023-06-19,Charlottenburg,Ad Spend,-23.514285714285712
2023-06-21,2023-06-19,Charlottenburg,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-21,2023-06-19,DTM Westend,Ad Spend,-0.6028571428571429
2023-06-21,2023-06-19,Kreuzberg,Ad Spend,-6.549999999999999
2023-06-21,2023-06-19,Kreuzberg,VAT Rounding Adjustment,-0.004285714285714286
2023-06-21,2023-06-19,Leipzig Mitte,Ad Spend,-24.315714285714282
2023-06-21,2023-06-19,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-06-21,2023-06-19,Mitte,Ad Spend,-10.01142857142857
2023-06-21,2023-06-19,Nollendorfkiez,Ad Spend,-2.662857142857143
2023-06-21,2023-06-19,Nollendorfkiez,Other Fee,2.0585714285714287
2023-06-21,2023-06-19,Prenzlauer Berg,Ad Credits,0.40857142857142853
2023-06-21,2023-06-19,Prenzlauer Berg,Ad Spend,-24.322857142857142
2023-06-21,2023-06-19,Prenzlauer Berg,VAT Rounding Adjustment,-0.004285714285714286
2023-06-21,2023-06-19,Samariterkiez,Ad Spend,-6.104285714285714
2023-06-21,2023-06-19,Schillerkiez,Ad Spend,-6.355714285714286
2023-06-21,2023-06-19,Schillerkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-06-22,2023-06-19,Charlottenburg,Ad Spend,-23.514285714285712
2023-06-22,2023-06-19,Charlottenburg,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-22,2023-06-19,DTM Westend,Ad Spend,-0.6028571428571429
2023-06-22,2023-06-19,Kreuzberg,Ad Spend,-6.549999999999999
2023-06-22,2023-06-19,Kreuzberg,VAT Rounding Adjustment,-0.004285714285714286
2023-06-22,2023-06-19,Leipzig Mitte,Ad Spend,-24.315714285714282
2023-06-22,2023-06-19,Leipzig Mitte,VAT Rounding Adjustment,-0.004285714285714286
2023-06-22,2023-06-19,Mitte,Ad Spend,-10.01142857142857
2023-06-22,2023-06-19,Nollendorfkiez,Ad Spend,-2.662857142857143
2023-06-22,2023-06-19,Nollendorfkiez,Other Fee,2.0585714285714287
2023-06-22,2023-06-19,Prenzlauer Berg,Ad Credits,0.40857142857142853
2023-06-22,2023-06-19,Prenzlauer Berg,Ad Spend,-24.322857142857142
2023-06-22,2023-06-19,Prenzlauer Berg,VAT Rounding Adjustment,-0.004285714285714286
2023-06-22,2023-06-19,Samariterkiez,Ad Spend,-6.104285714285714
2023-06-22,2023-06-19,Schillerkiez,Ad Spend,-6.355714285714286
2023-06-22,2023-06-19,Schillerkiez,VAT Rounding Adjustment,-0.002857142857142857
2023-06-23,2023-06-19,Charlottenburg,Ad Spend,-23.514285714285712
2023-06-23,2023-06-19,Charlottenburg,VAT Rounding Adjustment,-0.0071428571428571435
2023-06-23,2023-06-19,DTM Westend,Ad Spend,-0.6028571428571429
